x_mm,y_mm,raman_shift_cm-1,intensity
37.900,25.400,996.0000,676.923077
37.900,25.400,998.0000,868.000000
37.900,25.400,1000.0000,960.000000
37.900,25.400,1002.0000,868.000000
37.900,25.400,1004.0000,676.923077
37.900,25.400,1006.0000,500.000000
37.900,25.400,1008.0000,371.200000
37.900,25.400,1010.0000,283.529412
37.900,25.400,1012.0000,224.000000
37.900,25.400,1014.0000,182.758621
37.900,25.400,1016.0000,153.424658
37.900,25.400,1018.0000,132.000000
37.900,25.400,1020.0000,115.963303
37.900,25.400,1022.0000,103.692308
37.900,25.400,1024.0000,94.117647
37.900,25.400,1026.0000,86.516854
37.900,25.400,1028.0000,80.390244
37.900,25.400,1030.0000,75.384615
37.900,25.400,1032.0000,71.245283
37.900,25.400,1034.0000,67.785235
37.900,25.400,1036.0000,64.864865
37.900,25.400,1038.0000,62.378378
37.900,25.400,1040.0000,60.244499
37.900,25.400,1042.0000,58.400000
37.900,25.400,1044.0000,56.795132
37.900,25.400,1046.0000,55.390335
37.900,25.400,1048.0000,54.153846
37.900,25.400,1050.0000,53.059937
37.900,25.400,1052.0000,52.087591
37.900,25.400,1054.0000,51.219512
37.900,25.400,1056.0000,50.441362
37.900,25.400,1058.0000,49.741176
37.900,25.400,1060.0000,49.108911
37.900,25.400,1062.0000,48.536082
37.900,25.400,1064.0000,48.015489
37.900,25.400,1066.0000,47.540984
37.900,25.400,1068.0000,47.107296
37.900,25.400,1070.0000,46.709887
37.900,25.400,1072.0000,46.344828
37.900,25.400,1074.0000,46.008708
37.900,25.400,1076.0000,45.698555
37.900,25.400,1078.0000,45.411765
37.900,25.400,1080.0000,45.146053
37.900,25.400,1082.0000,44.899408
37.900,25.400,1084.0000,44.670051
37.900,25.400,1086.0000,44.456405
37.900,25.400,1088.0000,44.257069
37.900,25.400,1090.0000,44.070796
37.900,25.400,1092.0000,43.896471
37.900,25.400,1094.0000,43.733093
37.900,25.400,1096.0000,43.579767
37.900,25.400,1098.0000,43.435685
37.900,25.400,1100.0000,43.300120
38.000,25.400,900.0000,43.515345
38.000,25.400,902.0000,43.659751
38.000,25.400,904.0000,43.813230
38.000,25.400,906.0000,43.976555
38.000,25.400,908.0000,44.150588
38.000,25.400,910.0000,44.336283
38.000,25.400,912.0000,44.534704
38.000,25.400,914.0000,44.747040
38.000,25.400,916.0000,44.974619
38.000,25.400,918.0000,45.218935
38.000,25.400,920.0000,45.481666
38.000,25.400,922.0000,45.764706
38.000,25.400,924.0000,46.070200
38.000,25.400,926.0000,46.400581
38.000,25.400,928.0000,46.758621
38.000,25.400,930.0000,47.147488
38.000,25.400,932.0000,47.570815
38.000,25.400,934.0000,48.032787
38.000,25.400,936.0000,48.538238
38.000,25.400,938.0000,49.092784
38.000,25.400,940.0000,49.702970
38.000,25.400,942.0000,50.376471
38.000,25.400,944.0000,51.122320
38.000,25.400,946.0000,51.951220
38.000,25.400,948.0000,52.875912
38.000,25.400,950.0000,53.911672
38.000,25.400,952.0000,55.076923
38.000,25.400,954.0000,56.394052
38.000,25.400,956.0000,57.890467
38.000,25.400,958.0000,59.600000
38.000,25.400,960.0000,61.564792
38.000,25.400,962.0000,63.837838
38.000,25.400,964.0000,66.486486
38.000,25.400,966.0000,69.597315
38.000,25.400,968.0000,73.283019
38.000,25.400,970.0000,77.692308
38.000,25.400,972.0000,83.024390
38.000,25.400,974.0000,89.550562
38.000,25.400,976.0000,97.647059
38.000,25.400,978.0000,107.846154
38.000,25.400,980.0000,120.917431
38.000,25.400,982.0000,138.000000
38.000,25.400,984.0000,160.821918
38.000,25.400,986.0000,192.068966
38.000,25.400,988.0000,236.000000
38.000,25.400,990.0000,299.411765
38.000,25.400,992.0000,392.800000
38.000,25.400,994.0000,530.000000
38.000,25.400,996.0000,718.461538
38.000,25.400,998.0000,922.000000
38.000,25.400,1000.0000,1020.000000
38.000,25.400,1002.0000,922.000000
38.000,25.400,1004.0000,718.461538
38.000,25.400,1006.0000,530.000000
38.000,25.400,1008.0000,392.800000
38.000,25.400,1010.0000,299.411765
38.000,25.400,1012.0000,236.000000
38.000,25.400,1014.0000,192.068966
38.000,25.400,1016.0000,160.821918
38.000,25.400,1018.0000,138.000000
38.000,25.400,1020.0000,120.917431
38.000,25.400,1022.0000,107.846154
38.000,25.400,1024.0000,97.647059
38.000,25.400,1026.0000,89.550562
38.000,25.400,1028.0000,83.024390
38.000,25.400,1030.0000,77.692308
38.000,25.400,1032.0000,73.283019
38.000,25.400,1034.0000,69.597315
38.000,25.400,1036.0000,66.486486
38.000,25.400,1038.0000,63.837838
38.000,25.400,1040.0000,61.564792
38.000,25.400,1042.0000,59.600000
38.000,25.400,1044.0000,57.890467
38.000,25.400,1046.0000,56.394052
38.000,25.400,1048.0000,55.076923
38.000,25.400,1050.0000,53.911672
38.000,25.400,1052.0000,52.875912
38.000,25.400,1054.0000,51.951220
38.000,25.400,1056.0000,51.122320
38.000,25.400,1058.0000,50.376471
38.000,25.400,1060.0000,49.702970
38.000,25.400,1062.0000,49.092784
38.000,25.400,1064.0000,48.538238
38.000,25.400,1066.0000,48.032787
38.000,25.400,1068.0000,47.570815
38.000,25.400,1070.0000,47.147488
38.000,25.400,1072.0000,46.758621
38.000,25.400,1074.0000,46.400581
38.000,25.400,1076.0000,46.070200
38.000,25.400,1078.0000,45.764706
38.000,25.400,1080.0000,45.481666
38.000,25.400,1082.0000,45.218935
38.000,25.400,1084.0000,44.974619
38.000,25.400,1086.0000,44.747040
38.000,25.400,1088.0000,44.534704
38.000,25.400,1090.0000,44.336283
38.000,25.400,1092.0000,44.150588
38.000,25.400,1094.0000,43.976555
38.000,25.400,1096.0000,43.813230
38.000,25.400,1098.0000,43.659751
38.000,25.400,1100.0000,43.515345
