rep_id,raman_shift_cm-1,intensity
S02,358.0000,44.964778
S02,359.0000,49.775189
S02,360.0000,43.894960
S02,361.0000,37.107769
S02,362.0000,35.944978
S02,363.0000,43.418557
S02,364.0000,47.706993
S02,365.0000,39.981362
S02,366.0000,43.271231
S02,367.0000,37.968322
S02,368.0000,50.147070
S02,369.0000,61.563537
S02,370.0000,22.894434
S02,371.0000,34.276088
S02,372.0000,40.149304
S02,373.0000,40.590175
S02,374.0000,29.850563
S02,375.0000,46.224975
S02,376.0000,44.227320
S02,377.0000,33.100362
S02,378.0000,31.154690
S02,379.0000,43.580767
S02,380.0000,23.041216
S02,381.0000,42.303307
S02,382.0000,24.086780
S02,383.0000,36.643283
S02,384.0000,37.335828
S02,385.0000,39.722822
S02,386.0000,26.460417
S02,387.0000,51.493858
S02,388.0000,43.043037
S02,389.0000,36.406479
S02,390.0000,40.014308
S02,391.0000,26.638686
S02,392.0000,34.118310
S02,393.0000,31.988156
S02,394.0000,51.672156
S02,395.0000,36.766941
S02,396.0000,47.794406
S02,397.0000,49.978990
S02,398.0000,24.516850
S02,399.0000,40.050453
S02,400.0000,47.622862
S02,401.0000,48.375765
S02,402.0000,72.834004
S02,403.0000,54.478436
S02,404.0000,38.629743
S02,405.0000,34.022526
S02,406.0000,39.854331
S02,407.0000,45.643526
S02,408.0000,35.901208
S02,409.0000,50.185144
S02,410.0000,24.786706
S02,411.0000,46.791226
S02,412.0000,39.873301
S02,413.0000,28.648577
S02,414.0000,38.287672
S02,415.0000,28.432469
S02,416.0000,46.028415
S02,417.0000,43.097125
S02,418.0000,63.573661
S02,419.0000,38.692122
S02,420.0000,31.956707
S02,421.0000,33.801683
S02,422.0000,41.623483
S02,423.0000,35.802895
S02,424.0000,41.326840
S02,425.0000,39.724848
S02,426.0000,36.972075
S02,427.0000,22.387828
S02,428.0000,38.327283
S02,429.0000,38.492229
S02,430.0000,30.232779
S02,431.0000,35.107933
S02,432.0000,38.352726
S02,433.0000,36.718817
S02,434.0000,51.324109
S02,435.0000,36.768151
S02,436.0000,45.748680
S02,437.0000,40.736719
S02,438.0000,43.294396
S02,439.0000,46.343641
S02,440.0000,58.890870
S02,441.0000,41.035873
S02,442.0000,31.952897
S02,443.0000,50.578365
S02,444.0000,34.554452
S02,445.0000,38.756864
S02,446.0000,31.875027
S02,447.0000,29.940856
S02,448.0000,35.947260
S02,449.0000,49.999835
S02,450.0000,34.591744
S02,451.0000,42.340812
S02,452.0000,49.845942
S02,453.0000,44.059948
S02,454.0000,45.512559
S02,455.0000,28.614266
S02,456.0000,24.439022
S02,457.0000,45.137855
S02,458.0000,38.675956
S02,459.0000,44.319233
S02,460.0000,32.675005
S02,461.0000,33.657592
S02,462.0000,55.026728
S02,463.0000,43.248116
S02,464.0000,30.338052
S02,465.0000,38.954573
S02,466.0000,46.464664
S02,467.0000,37.780211
S02,468.0000,45.318143
S02,469.0000,47.545670
S02,470.0000,41.451681
S02,471.0000,49.738550
S02,472.0000,44.531897
S02,473.0000,27.608086
S02,474.0000,36.405724
S02,475.0000,35.906443
S02,476.0000,48.327900
S02,477.0000,43.453611
S02,478.0000,52.203707
S02,479.0000,39.165363
S02,480.0000,29.135602
S02,481.0000,39.371392
S02,482.0000,35.156952
S02,483.0000,55.335074
S02,484.0000,32.574301
S02,485.0000,50.134107
S02,486.0000,42.906875
S02,487.0000,29.699441
S02,488.0000,40.411159
S02,489.0000,35.214405
S02,490.0000,46.188410
S02,491.0000,37.646971
S02,492.0000,24.504271
S02,493.0000,45.362316
S02,494.0000,38.425187
S02,495.0000,43.885053
S02,496.0000,37.885303
S02,497.0000,18.514707
S02,498.0000,50.605184
S02,499.0000,60.573489
S02,500.0000,50.981310
S02,501.0000,63.632481
S02,502.0000,35.211413
S02,503.0000,54.442165
S02,504.0000,30.806267
S02,505.0000,37.755852
S02,506.0000,48.350835
S02,507.0000,39.487349
S02,508.0000,48.640048
S02,509.0000,33.719808
S02,510.0000,45.514944
S02,511.0000,25.339803
S02,512.0000,55.486878
S02,513.0000,41.230620
S02,514.0000,51.171387
S02,515.0000,46.265432
S02,516.0000,44.922127
S02,517.0000,32.119705
S02,518.0000,42.936627
S02,519.0000,38.707472
S02,520.0000,35.925701
S02,521.0000,45.542266
S02,522.0000,40.194408
S02,523.0000,42.686698
S02,524.0000,52.351044
S02,525.0000,43.588235
S02,526.0000,36.288051
S02,527.0000,46.972257
S02,528.0000,45.514783
S02,529.0000,50.627671
S02,530.0000,38.114358
S02,531.0000,67.572209
S02,532.0000,56.625801
S02,533.0000,31.606803
S02,534.0000,43.787255
S02,535.0000,36.031301
S02,536.0000,50.388135
S02,537.0000,27.868044
S02,538.0000,54.583019
S02,539.0000,37.278120
S02,540.0000,34.332823
S02,541.0000,37.477577
S02,542.0000,49.327964
S02,543.0000,49.204829
S02,544.0000,48.917050
S02,545.0000,41.839094
S02,546.0000,40.905684
S02,547.0000,54.906932
S02,548.0000,25.080253
S02,549.0000,34.802578
S02,550.0000,49.385297
S02,551.0000,45.725035
S02,552.0000,35.518748
S02,553.0000,59.854348
S02,554.0000,30.665548
S02,555.0000,50.658925
S02,556.0000,41.455511
S02,557.0000,58.553792
S02,558.0000,49.742402
S02,559.0000,54.486631
S02,560.0000,51.138574
S02,561.0000,33.174488
S02,562.0000,23.055414
S02,563.0000,55.469667
S02,564.0000,48.299587
S02,565.0000,60.738806
S02,566.0000,30.822379
S02,567.0000,54.701873
S02,568.0000,46.995693
S02,569.0000,49.103053
S02,570.0000,44.065331
S02,571.0000,45.471738
S02,572.0000,47.300332
S02,573.0000,60.751697
S02,574.0000,50.812218
S02,575.0000,63.926608
S02,576.0000,42.462956
S02,577.0000,50.153383
S02,578.0000,50.526479
S02,579.0000,32.976003
S02,580.0000,55.555696
S02,581.0000,41.499453
S02,582.0000,46.598509
S02,583.0000,45.113613
S02,584.0000,41.938505
S02,585.0000,64.625494
S02,586.0000,48.841648
S02,587.0000,61.714165
S02,588.0000,41.064195
S02,589.0000,63.045335
S02,590.0000,64.595119
S02,591.0000,62.995623
S02,592.0000,54.100029
S02,593.0000,62.234735
S02,594.0000,66.309482
S02,595.0000,63.904164
S02,596.0000,62.401021
S02,597.0000,59.490695
S02,598.0000,63.929955
S02,599.0000,78.693556
S02,600.0000,84.282570
S02,601.0000,59.315598
S02,602.0000,88.331854
S02,603.0000,71.292788
S02,604.0000,90.267793
S02,605.0000,86.134468
S02,606.0000,115.244916
S02,607.0000,121.938069
S02,608.0000,115.451776
S02,609.0000,135.744421
S02,610.0000,156.884017
S02,611.0000,163.526434
S02,612.0000,197.005786
S02,613.0000,218.491862
S02,614.0000,247.000365
S02,615.0000,294.709823
S02,616.0000,334.207742
S02,617.0000,360.492409
S02,618.0000,426.194834
S02,619.0000,445.576057
S02,620.0000,458.362500
S02,621.0000,431.604651
S02,622.0000,433.308239
S02,623.0000,390.049988
S02,624.0000,332.388217
S02,625.0000,289.913628
S02,626.0000,247.649346
S02,627.0000,203.212469
S02,628.0000,196.661544
S02,629.0000,170.379472
S02,630.0000,161.661357
S02,631.0000,131.937440
S02,632.0000,115.794078
S02,633.0000,118.071024
S02,634.0000,87.863951
S02,635.0000,108.357382
S02,636.0000,99.688943
S02,637.0000,88.078144
S02,638.0000,67.367135
S02,639.0000,61.000358
S02,640.0000,68.921348
S02,641.0000,65.329338
S02,642.0000,68.144427
S02,643.0000,61.788513
S02,644.0000,63.593479
S02,645.0000,55.380228
S02,646.0000,64.661035
S02,647.0000,51.405215
S02,648.0000,56.788348
S02,649.0000,80.167623
S02,650.0000,39.844047
S02,651.0000,55.590137
S02,652.0000,45.305598
S02,653.0000,40.365529
S02,654.0000,53.654853
S02,655.0000,42.218253
S02,656.0000,50.485801
S02,657.0000,52.793358
S02,658.0000,51.672481
S02,659.0000,52.998783
S02,660.0000,47.977462
S02,661.0000,51.900143
S02,662.0000,43.305099
S02,663.0000,51.665286
S02,664.0000,48.524473
S02,665.0000,33.136386
S02,666.0000,57.499832
S02,667.0000,36.627560
S02,668.0000,50.924928
S02,669.0000,45.831538
S02,670.0000,44.567399
S02,671.0000,40.787267
S02,672.0000,40.224754
S02,673.0000,43.905918
S02,674.0000,38.041601
S02,675.0000,42.445078
S02,676.0000,35.499170
S02,677.0000,40.981757
S02,678.0000,40.854670
S02,679.0000,52.751633
S02,680.0000,41.935668
S02,681.0000,50.333255
S02,682.0000,54.926697
S02,683.0000,56.394630
S02,684.0000,44.344501
S02,685.0000,35.945851
S02,686.0000,39.669381
S02,687.0000,52.485535
S02,688.0000,29.080845
S02,689.0000,62.146095
S02,690.0000,40.164840
S02,691.0000,51.600470
S02,692.0000,36.751031
S02,693.0000,37.547925
S02,694.0000,47.833828
S02,695.0000,42.980454
S02,696.0000,50.598636
S02,697.0000,45.568200
S02,698.0000,38.702643
S02,699.0000,30.512788
S02,700.0000,33.994978
S02,701.0000,37.168482
S02,702.0000,32.371974
S02,703.0000,40.546415
S02,704.0000,50.049184
S02,705.0000,33.846353
S02,706.0000,16.649041
S02,707.0000,45.376229
S02,708.0000,45.027533
S02,709.0000,37.062317
S02,710.0000,39.162920
S02,711.0000,39.509346
S02,712.0000,26.386641
S02,713.0000,20.161624
S02,714.0000,23.465069
S02,715.0000,48.089912
S02,716.0000,45.745760
S02,717.0000,46.767237
S02,718.0000,38.959979
S02,719.0000,55.618642
S02,720.0000,41.582686
S02,721.0000,49.004447
S02,722.0000,54.120443
S02,723.0000,40.311557
S02,724.0000,34.635125
S02,725.0000,48.872380
S02,726.0000,37.351117
S02,727.0000,37.676087
S02,728.0000,52.512350
S02,729.0000,52.879997
S02,730.0000,27.560747
S02,731.0000,45.241634
S02,732.0000,33.499578
S02,733.0000,49.310235
S02,734.0000,57.105085
S02,735.0000,37.602805
S02,736.0000,32.628044
S02,737.0000,34.532081
S02,738.0000,70.205507
S02,739.0000,33.060195
S02,740.0000,34.098339
S02,741.0000,39.569563
S02,742.0000,48.125098
S02,743.0000,38.685715
S02,744.0000,48.067207
S02,745.0000,54.628077
S02,746.0000,33.259376
S02,747.0000,29.663736
S02,748.0000,54.982373
S02,749.0000,37.296163
S02,750.0000,31.345216
S02,751.0000,26.965202
S02,752.0000,50.059184
S02,753.0000,49.068981
S02,754.0000,31.501029
S02,755.0000,40.007013
S02,756.0000,38.353338
S02,757.0000,39.765526
S02,758.0000,27.197742
S02,759.0000,40.594003
S02,760.0000,65.671472
S02,761.0000,34.802986
S02,762.0000,61.582827
S02,763.0000,55.713148
S02,764.0000,23.414088
S02,765.0000,39.316720
S02,766.0000,47.867984
S02,767.0000,35.837742
S02,768.0000,41.724950
S02,769.0000,37.938631
S02,770.0000,33.462479
S02,771.0000,39.819416
S02,772.0000,40.579565
S02,773.0000,38.481675
S02,774.0000,29.265342
S02,775.0000,34.312923
S02,776.0000,25.602921
S02,777.0000,15.254408
S02,778.0000,58.490447
S02,779.0000,49.741887
S02,780.0000,47.049407
S02,781.0000,49.685629
S02,782.0000,47.017988
S02,783.0000,42.616363
S02,784.0000,43.437636
S02,785.0000,27.861380
S02,786.0000,49.362988
S02,787.0000,43.142146
S02,788.0000,51.270271
S02,789.0000,31.350802
S02,790.0000,17.973049
S02,791.0000,39.333195
S02,792.0000,43.929619
S02,793.0000,43.406235
S02,794.0000,36.745800
S02,795.0000,56.867477
S02,796.0000,44.175664
S02,797.0000,41.534498
S02,798.0000,42.976660
S02,799.0000,39.648618
S02,800.0000,36.060033
S02,801.0000,27.259317
S02,802.0000,46.065187
S02,803.0000,59.017505
S02,804.0000,46.803579
S02,805.0000,28.933974
S02,806.0000,33.003370
S02,807.0000,45.932429
S02,808.0000,51.447439
S02,809.0000,59.154572
S02,810.0000,48.359894
S02,811.0000,40.892047
S02,812.0000,42.211941
S02,813.0000,47.275282
S02,814.0000,47.251305
S02,815.0000,22.544553
S02,816.0000,41.458951
S02,817.0000,48.836378
S02,818.0000,59.998183
S02,819.0000,41.587133
S02,820.0000,43.637582
S02,821.0000,37.600528
S02,822.0000,39.458863
S02,823.0000,34.173683
S02,824.0000,51.382863
S02,825.0000,64.720614
S02,826.0000,44.241485
S02,827.0000,33.802252
S02,828.0000,34.169060
S02,829.0000,33.656436
S02,830.0000,41.584954
S02,831.0000,26.026413
S02,832.0000,26.445344
S02,833.0000,32.174193
S02,834.0000,46.953019
S02,835.0000,47.252833
S02,836.0000,47.851391
S02,837.0000,43.219616
S02,838.0000,51.773204
S02,839.0000,47.182693
S02,840.0000,50.495590
S02,841.0000,40.547057
S02,842.0000,31.878507
S02,843.0000,45.084068
S02,844.0000,43.384483
S02,845.0000,44.991408
S02,846.0000,45.816906
S02,847.0000,49.837558
S02,848.0000,43.349917
S02,849.0000,33.546226
S02,850.0000,41.176305
S02,851.0000,27.135573
S02,852.0000,39.102950
S02,853.0000,44.802606
S02,854.0000,52.606363
S02,855.0000,42.142089
S02,856.0000,47.168493
S02,857.0000,34.065470
S02,858.0000,38.894041
S02,859.0000,57.666517
S02,860.0000,51.039366
S02,861.0000,21.451467
S02,862.0000,42.090931
S02,863.0000,31.581347
S02,864.0000,61.984241
S02,865.0000,61.522327
S02,866.0000,38.051080
S02,867.0000,49.655760
S02,868.0000,44.649569
S02,869.0000,49.214308
S02,870.0000,46.616375
S02,871.0000,26.041885
S02,872.0000,58.263520
S02,873.0000,44.251973
S02,874.0000,50.393026
S02,875.0000,47.415773
S02,876.0000,35.179154
S02,877.0000,41.999425
S02,878.0000,40.241472
S02,879.0000,39.646078
S02,880.0000,67.295908
S02,881.0000,34.877736
S02,882.0000,41.946807
S02,883.0000,31.142253
S02,884.0000,52.243160
S02,885.0000,38.044292
S02,886.0000,47.611116
S02,887.0000,43.502546
S02,888.0000,49.715377
S02,889.0000,47.864941
S02,890.0000,32.903303
S02,891.0000,42.785729
S02,892.0000,45.485014
S02,893.0000,41.945684
S02,894.0000,47.775716
S02,895.0000,52.847843
S02,896.0000,46.365863
S02,897.0000,47.839039
S02,898.0000,50.412043
S02,899.0000,43.097460
S02,900.0000,56.318632
S02,901.0000,58.985628
S02,902.0000,43.797440
S02,903.0000,50.338035
S02,904.0000,44.525852
S02,905.0000,25.964646
S02,906.0000,45.571149
S02,907.0000,55.049560
S02,908.0000,49.263766
S02,909.0000,46.127213
S02,910.0000,59.099188
S02,911.0000,59.096674
S02,912.0000,48.194994
S02,913.0000,36.454247
S02,914.0000,37.851076
S02,915.0000,65.860611
S02,916.0000,40.069113
S02,917.0000,26.373989
S02,918.0000,43.820994
S02,919.0000,47.545244
S02,920.0000,53.414022
S02,921.0000,40.350660
S02,922.0000,46.941850
S02,923.0000,25.234659
S02,924.0000,62.754475
S02,925.0000,44.306964
S02,926.0000,51.957273
S02,927.0000,26.991746
S02,928.0000,43.219260
S02,929.0000,58.338237
S02,930.0000,46.868037
S02,931.0000,49.408315
S02,932.0000,63.982980
S02,933.0000,54.545501
S02,934.0000,64.814510
S02,935.0000,45.136782
S02,936.0000,44.678209
S02,937.0000,47.355755
S02,938.0000,44.291197
S02,939.0000,56.495212
S02,940.0000,53.776683
S02,941.0000,46.770381
S02,942.0000,46.157825
S02,943.0000,53.022666
S02,944.0000,45.748767
S02,945.0000,53.272890
S02,946.0000,51.392548
S02,947.0000,39.014696
S02,948.0000,53.273477
S02,949.0000,54.316240
S02,950.0000,51.376056
S02,951.0000,46.796583
S02,952.0000,65.314705
S02,953.0000,50.799646
S02,954.0000,56.212928
S02,955.0000,70.980880
S02,956.0000,60.801908
S02,957.0000,78.441673
S02,958.0000,67.225730
S02,959.0000,66.986386
S02,960.0000,74.247973
S02,961.0000,66.932924
S02,962.0000,76.392299
S02,963.0000,52.618923
S02,964.0000,74.623343
S02,965.0000,65.362060
S02,966.0000,89.470425
S02,967.0000,66.142192
S02,968.0000,79.651608
S02,969.0000,87.776843
S02,970.0000,75.467951
S02,971.0000,80.785810
S02,972.0000,69.982719
S02,973.0000,91.536975
S02,974.0000,94.091502
S02,975.0000,105.951639
S02,976.0000,112.156683
S02,977.0000,128.102147
S02,978.0000,113.725023
S02,979.0000,106.417419
S02,980.0000,88.339482
S02,981.0000,117.568065
S02,982.0000,147.648769
S02,983.0000,156.236346
S02,984.0000,165.026014
S02,985.0000,173.260251
S02,986.0000,194.687270
S02,987.0000,193.206391
S02,988.0000,231.164198
S02,989.0000,261.205049
S02,990.0000,289.400342
S02,991.0000,322.607086
S02,992.0000,342.291746
S02,993.0000,419.542514
S02,994.0000,465.015211
S02,995.0000,540.553142
S02,996.0000,655.292053
S02,997.0000,747.228150
S02,998.0000,872.628780
S02,999.0000,965.923464
S02,1000.0000,1041.221606
S02,1001.0000,1054.432135
S02,1002.0000,1028.200597
S02,1003.0000,962.106611
S02,1004.0000,861.085523
S02,1005.0000,764.674155
S02,1006.0000,654.911671
S02,1007.0000,556.183303
S02,1008.0000,494.357563
S02,1009.0000,446.707496
S02,1010.0000,383.535661
S02,1011.0000,353.840572
S02,1012.0000,306.365758
S02,1013.0000,298.953689
S02,1014.0000,266.550814
S02,1015.0000,279.671025
S02,1016.0000,250.039331
S02,1017.0000,237.663672
S02,1018.0000,244.702236
S02,1019.0000,242.573994
S02,1020.0000,268.490428
S02,1021.0000,293.372346
S02,1022.0000,286.139811
S02,1023.0000,311.881948
S02,1024.0000,327.889960
S02,1025.0000,372.841911
S02,1026.0000,413.796193
S02,1027.0000,460.075277
S02,1028.0000,518.240808
S02,1029.0000,562.727280
S02,1030.0000,624.254206
S02,1031.0000,640.043036
S02,1032.0000,623.673216
S02,1033.0000,570.307648
S02,1034.0000,505.741252
S02,1035.0000,470.315653
S02,1036.0000,393.783052
S02,1037.0000,329.346932
S02,1038.0000,304.119446
S02,1039.0000,267.480147
S02,1040.0000,230.940825
S02,1041.0000,212.561258
S02,1042.0000,190.962605
S02,1043.0000,172.731420
S02,1044.0000,164.507001
S02,1045.0000,144.456701
S02,1046.0000,147.180555
S02,1047.0000,115.028172
S02,1048.0000,112.161052
S02,1049.0000,115.950286
S02,1050.0000,109.189381
S02,1051.0000,116.387305
S02,1052.0000,107.565714
S02,1053.0000,107.156734
S02,1054.0000,83.975201
S02,1055.0000,74.252774
S02,1056.0000,85.044074
S02,1057.0000,67.524457
S02,1058.0000,90.179940
S02,1059.0000,75.175821
S02,1060.0000,56.462035
S02,1061.0000,61.529713
S02,1062.0000,63.801396
S02,1063.0000,72.906028
S02,1064.0000,85.832884
S02,1065.0000,70.727070
S02,1066.0000,52.637307
S02,1067.0000,71.536443
S02,1068.0000,71.013676
S02,1069.0000,62.075847
S02,1070.0000,72.254251
S02,1071.0000,65.103007
S02,1072.0000,70.112424
S02,1073.0000,56.861950
S02,1074.0000,59.185682
S02,1075.0000,34.495338
S02,1076.0000,50.781817
S02,1077.0000,57.304582
S02,1078.0000,52.569086
S02,1079.0000,40.134522
S02,1080.0000,66.430573
S02,1081.0000,49.164974
S02,1082.0000,55.288990
S02,1083.0000,58.290480
S02,1084.0000,50.931534
S02,1085.0000,43.491691
S02,1086.0000,50.465031
S02,1087.0000,56.086246
S02,1088.0000,70.641830
S02,1089.0000,55.743313
S02,1090.0000,47.888477
S02,1091.0000,55.952205
S02,1092.0000,51.203240
S02,1093.0000,30.884981
S02,1094.0000,44.300197
S02,1095.0000,51.149541
S02,1096.0000,40.589842
S02,1097.0000,36.752889
S02,1098.0000,49.113452
S02,1099.0000,58.156207
S02,1100.0000,52.490608
S02,1101.0000,53.158983
S02,1102.0000,53.441870
S02,1103.0000,67.200462
S02,1104.0000,43.405309
S02,1105.0000,53.603196
S02,1106.0000,45.776123
S02,1107.0000,54.546105
S02,1108.0000,52.804679
S02,1109.0000,42.411557
S02,1110.0000,53.075334
S02,1111.0000,55.564470
S02,1112.0000,46.780915
S02,1113.0000,67.209359
S02,1114.0000,63.782505
S02,1115.0000,58.012328
S02,1116.0000,51.630913
S02,1117.0000,60.662460
S02,1118.0000,59.742826
S02,1119.0000,45.540459
S02,1120.0000,64.223733
S02,1121.0000,33.387629
S02,1122.0000,59.183334
S02,1123.0000,60.223673
S02,1124.0000,56.338197
S02,1125.0000,57.129793
S02,1126.0000,40.811680
S02,1127.0000,35.530793
S02,1128.0000,48.238264
S02,1129.0000,45.191653
S02,1130.0000,45.297642
S02,1131.0000,70.417862
S02,1132.0000,63.599008
S02,1133.0000,71.446495
S02,1134.0000,63.250497
S02,1135.0000,69.544279
S02,1136.0000,77.094792
S02,1137.0000,80.194942
S02,1138.0000,84.414201
S02,1139.0000,70.274689
S02,1140.0000,68.741716
S02,1141.0000,77.865455
S02,1142.0000,88.898476
S02,1143.0000,77.642422
S02,1144.0000,80.042713
S02,1145.0000,102.867387
S02,1146.0000,124.686127
S02,1147.0000,130.849885
S02,1148.0000,144.551744
S02,1149.0000,159.286404
S02,1150.0000,185.889544
S02,1151.0000,190.603016
S02,1152.0000,211.617888
S02,1153.0000,226.152269
S02,1154.0000,263.139609
S02,1155.0000,261.166689
S02,1156.0000,261.754084
S02,1157.0000,233.391217
S02,1158.0000,212.937237
S02,1159.0000,195.091602
S02,1160.0000,195.541901
S02,1161.0000,157.653094
S02,1162.0000,141.147186
S02,1163.0000,117.814971
S02,1164.0000,109.494273
S02,1165.0000,105.577021
S02,1166.0000,108.094176
S02,1167.0000,96.967977
S02,1168.0000,76.707104
S02,1169.0000,75.399991
S02,1170.0000,63.123138
S02,1171.0000,77.378534
S02,1172.0000,69.439803
S02,1173.0000,49.108224
S02,1174.0000,78.331128
S02,1175.0000,69.277063
S02,1176.0000,49.812198
S02,1177.0000,40.964148
S02,1178.0000,73.454451
S02,1179.0000,58.675245
S02,1180.0000,57.070115
S02,1181.0000,59.500965
S02,1182.0000,61.099462
S02,1183.0000,61.213124
S02,1184.0000,51.450681
S02,1185.0000,48.856361
S02,1186.0000,72.194006
S02,1187.0000,54.780654
S02,1188.0000,42.014514
S02,1189.0000,41.188502
S02,1190.0000,44.635731
S02,1191.0000,44.363694
S02,1192.0000,53.852236
S02,1193.0000,54.092940
S02,1194.0000,65.094944
S02,1195.0000,38.335841
S02,1196.0000,59.142816
S02,1197.0000,37.647509
S02,1198.0000,60.314805
S02,1199.0000,29.953618
S02,1200.0000,36.128907
S02,1201.0000,43.262571
S02,1202.0000,33.236723
S02,1203.0000,52.487246
S02,1204.0000,42.624163
S02,1205.0000,30.416177
S02,1206.0000,52.025413
S02,1207.0000,38.444916
S02,1208.0000,33.858812
S02,1209.0000,40.087813
S02,1210.0000,56.601057
S02,1211.0000,44.559261
S02,1212.0000,43.772523
S02,1213.0000,50.198153
S02,1214.0000,50.118341
S02,1215.0000,61.090592
S02,1216.0000,43.432330
S02,1217.0000,33.138061
S02,1218.0000,40.300552
S02,1219.0000,35.376115
S02,1220.0000,52.918037
S02,1221.0000,46.451222
S02,1222.0000,45.534328
S02,1223.0000,45.840182
S02,1224.0000,49.202607
S02,1225.0000,62.355934
S02,1226.0000,56.803809
S02,1227.0000,52.415296
S02,1228.0000,40.900750
S02,1229.0000,26.220810
S02,1230.0000,35.616002
S02,1231.0000,22.813575
S02,1232.0000,41.409642
S02,1233.0000,37.419872
S02,1234.0000,39.785891
S02,1235.0000,23.599691
S02,1236.0000,46.346759
S02,1237.0000,28.693874
S02,1238.0000,41.177388
S02,1239.0000,44.710915
S02,1240.0000,43.778031
S02,1241.0000,45.255820
S02,1242.0000,57.859764
S02,1243.0000,21.394716
S02,1244.0000,21.443338
S02,1245.0000,34.620832
S02,1246.0000,51.385430
S02,1247.0000,47.681626
S02,1248.0000,35.384829
S02,1249.0000,46.916263
S02,1250.0000,26.875881
S02,1251.0000,43.261714
S02,1252.0000,47.302700
S02,1253.0000,38.924783
S02,1254.0000,47.352265
S02,1255.0000,42.001770
S02,1256.0000,35.541266
S02,1257.0000,28.566043
S02,1258.0000,39.101082
S02,1259.0000,51.078148
S02,1260.0000,34.829773
S02,1261.0000,44.665210
S02,1262.0000,34.033179
S02,1263.0000,29.249081
S02,1264.0000,37.295411
S02,1265.0000,43.919113
S02,1266.0000,27.514043
S02,1267.0000,32.570108
S02,1268.0000,38.542394
S02,1269.0000,35.798284
S02,1270.0000,55.599249
S02,1271.0000,37.161584
S02,1272.0000,32.842927
S02,1273.0000,57.116208
S02,1274.0000,45.360091
S02,1275.0000,46.527186
S02,1276.0000,59.861375
S02,1277.0000,35.429295
S02,1278.0000,52.128838
S02,1279.0000,56.399971
S02,1280.0000,28.722490
S02,1281.0000,50.082082
S02,1282.0000,42.370503
S02,1283.0000,36.544330
S02,1284.0000,43.391993
S02,1285.0000,45.303766
S02,1286.0000,37.498615
S02,1287.0000,50.742865
S02,1288.0000,42.424982
S02,1289.0000,44.759226
S02,1290.0000,49.716999
S02,1291.0000,20.882416
S02,1292.0000,38.704674
S02,1293.0000,37.448965
S02,1294.0000,35.240560
S02,1295.0000,52.915646
S02,1296.0000,40.642563
S02,1297.0000,41.552944
S02,1298.0000,34.122963
S02,1299.0000,35.029534
S02,1300.0000,39.951472
S02,1301.0000,31.792367
S02,1302.0000,47.981517
S02,1303.0000,28.196157
S02,1304.0000,36.132114
S02,1305.0000,34.882443
S02,1306.0000,56.237690
S02,1307.0000,56.314938
S02,1308.0000,37.715081
S02,1309.0000,39.388509
S02,1310.0000,39.654781
S02,1311.0000,44.183998
S02,1312.0000,31.020574
S02,1313.0000,50.881034
S02,1314.0000,38.450934
S02,1315.0000,48.812772
S02,1316.0000,34.062762
S02,1317.0000,49.709813
S02,1318.0000,42.893848
S02,1319.0000,28.106946
S02,1320.0000,34.886800
S02,1321.0000,34.499294
S02,1322.0000,46.141739
S02,1323.0000,57.374717
S02,1324.0000,29.454799
S02,1325.0000,36.285183
S02,1326.0000,35.669793
S02,1327.0000,26.833940
S02,1328.0000,33.779975
S02,1329.0000,46.082011
S02,1330.0000,53.231687
S02,1331.0000,46.850533
S02,1332.0000,47.838200
S02,1333.0000,48.220966
S02,1334.0000,46.682318
S02,1335.0000,31.564037
S02,1336.0000,51.090035
S02,1337.0000,35.715265
S02,1338.0000,35.222372
S02,1339.0000,36.247480
S02,1340.0000,49.935933
S02,1341.0000,34.623827
S02,1342.0000,53.413599
S02,1343.0000,36.315141
S02,1344.0000,35.514220
S02,1345.0000,39.752695
S02,1346.0000,40.905126
S02,1347.0000,35.305598
S02,1348.0000,56.964880
S02,1349.0000,45.049988
S02,1350.0000,46.024082
S02,1351.0000,38.404310
S02,1352.0000,57.481581
S02,1353.0000,48.607423
S02,1354.0000,42.993162
S02,1355.0000,43.168621
S02,1356.0000,47.809639
S02,1357.0000,45.763377
S02,1358.0000,30.575939
S02,1359.0000,51.474684
S02,1360.0000,28.475714
S02,1361.0000,25.032588
S02,1362.0000,44.556862
S02,1363.0000,37.852570
S02,1364.0000,39.464752
S02,1365.0000,52.440981
S02,1366.0000,25.488446
S02,1367.0000,48.529469
S02,1368.0000,38.817529
S02,1369.0000,45.468371
S02,1370.0000,46.945953
S02,1371.0000,64.068048
S02,1372.0000,33.361684
S02,1373.0000,51.451665
S02,1374.0000,37.597218
S02,1375.0000,46.006216
S02,1376.0000,27.482119
S02,1377.0000,37.439093
S02,1378.0000,55.319930
S02,1379.0000,48.188544
S02,1380.0000,53.365037
S02,1381.0000,38.102478
S02,1382.0000,32.879341
S02,1383.0000,35.612699
S02,1384.0000,44.288222
S02,1385.0000,43.454160
S02,1386.0000,38.752796
S02,1387.0000,58.536607
S02,1388.0000,44.146787
S02,1389.0000,47.674450
S02,1390.0000,39.072357
S02,1391.0000,63.353140
S02,1392.0000,58.774029
S02,1393.0000,54.367013
S02,1394.0000,57.103191
S02,1395.0000,49.784421
S02,1396.0000,40.528118
S02,1397.0000,56.230448
S02,1398.0000,34.229910
S02,1399.0000,47.941775
S02,1400.0000,36.482249
S02,1401.0000,55.533760
