spectrum_id,material,raman_shift_cm-1,intensity
SI_02,silicon,308.0000,0.437728
SI_02,silicon,309.0000,0.441157
SI_02,silicon,310.0000,0.444631
SI_02,silicon,311.0000,0.448152
SI_02,silicon,312.0000,0.451720
SI_02,silicon,313.0000,0.455336
SI_02,silicon,314.0000,0.459002
SI_02,silicon,315.0000,0.462717
SI_02,silicon,316.0000,0.466483
SI_02,silicon,317.0000,0.470302
SI_02,silicon,318.0000,0.474173
SI_02,silicon,319.0000,0.478098
SI_02,silicon,320.0000,0.482078
SI_02,silicon,321.0000,0.486115
SI_02,silicon,322.0000,0.490208
SI_02,silicon,323.0000,0.494360
SI_02,silicon,324.0000,0.498572
SI_02,silicon,325.0000,0.502844
SI_02,silicon,326.0000,0.507178
SI_02,silicon,327.0000,0.511575
SI_02,silicon,328.0000,0.516037
SI_02,silicon,329.0000,0.520564
SI_02,silicon,330.0000,0.525159
SI_02,silicon,331.0000,0.529822
SI_02,silicon,332.0000,0.534556
SI_02,silicon,333.0000,0.539360
SI_02,silicon,334.0000,0.544238
SI_02,silicon,335.0000,0.549190
SI_02,silicon,336.0000,0.554218
SI_02,silicon,337.0000,0.559324
SI_02,silicon,338.0000,0.564510
SI_02,silicon,339.0000,0.569776
SI_02,silicon,340.0000,0.575126
SI_02,silicon,341.0000,0.580560
SI_02,silicon,342.0000,0.586080
SI_02,silicon,343.0000,0.591689
SI_02,silicon,344.0000,0.597389
SI_02,silicon,345.0000,0.603181
SI_02,silicon,346.0000,0.609067
SI_02,silicon,347.0000,0.615051
SI_02,silicon,348.0000,0.621133
SI_02,silicon,349.0000,0.627316
SI_02,silicon,350.0000,0.633603
SI_02,silicon,351.0000,0.639996
SI_02,silicon,352.0000,0.646498
SI_02,silicon,353.0000,0.653110
SI_02,silicon,354.0000,0.659836
SI_02,silicon,355.0000,0.666679
SI_02,silicon,356.0000,0.673640
SI_02,silicon,357.0000,0.680724
SI_02,silicon,358.0000,0.687932
SI_02,silicon,359.0000,0.695269
SI_02,silicon,360.0000,0.702737
SI_02,silicon,361.0000,0.710339
SI_02,silicon,362.0000,0.718079
SI_02,silicon,363.0000,0.725960
SI_02,silicon,364.0000,0.733986
SI_02,silicon,365.0000,0.742161
SI_02,silicon,366.0000,0.750488
SI_02,silicon,367.0000,0.758971
SI_02,silicon,368.0000,0.767614
SI_02,silicon,369.0000,0.776422
SI_02,silicon,370.0000,0.785399
SI_02,silicon,371.0000,0.794549
SI_02,silicon,372.0000,0.803877
SI_02,silicon,373.0000,0.813387
SI_02,silicon,374.0000,0.823086
SI_02,silicon,375.0000,0.832977
SI_02,silicon,376.0000,0.843066
SI_02,silicon,377.0000,0.853358
SI_02,silicon,378.0000,0.863860
SI_02,silicon,379.0000,0.874577
SI_02,silicon,380.0000,0.885515
SI_02,silicon,381.0000,0.896680
SI_02,silicon,382.0000,0.908079
SI_02,silicon,383.0000,0.919719
SI_02,silicon,384.0000,0.931606
SI_02,silicon,385.0000,0.943749
SI_02,silicon,386.0000,0.956154
SI_02,silicon,387.0000,0.968829
SI_02,silicon,388.0000,0.981782
SI_02,silicon,389.0000,0.995022
SI_02,silicon,390.0000,1.008558
SI_02,silicon,391.0000,1.022398
SI_02,silicon,392.0000,1.036553
SI_02,silicon,393.0000,1.051031
SI_02,silicon,394.0000,1.065843
SI_02,silicon,395.0000,1.080999
SI_02,silicon,396.0000,1.096511
SI_02,silicon,397.0000,1.112390
SI_02,silicon,398.0000,1.128648
SI_02,silicon,399.0000,1.145298
SI_02,silicon,400.0000,1.162351
SI_02,silicon,401.0000,1.179823
SI_02,silicon,402.0000,1.197726
SI_02,silicon,403.0000,1.216075
SI_02,silicon,404.0000,1.234886
SI_02,silicon,405.0000,1.254175
SI_02,silicon,406.0000,1.273957
SI_02,silicon,407.0000,1.294252
SI_02,silicon,408.0000,1.315075
SI_02,silicon,409.0000,1.336448
SI_02,silicon,410.0000,1.358389
SI_02,silicon,411.0000,1.380918
SI_02,silicon,412.0000,1.404058
SI_02,silicon,413.0000,1.427832
SI_02,silicon,414.0000,1.452262
SI_02,silicon,415.0000,1.477375
SI_02,silicon,416.0000,1.503195
SI_02,silicon,417.0000,1.529750
SI_02,silicon,418.0000,1.557069
SI_02,silicon,419.0000,1.585181
SI_02,silicon,420.0000,1.614119
SI_02,silicon,421.0000,1.643914
SI_02,silicon,422.0000,1.674603
SI_02,silicon,423.0000,1.706222
SI_02,silicon,424.0000,1.738808
SI_02,silicon,425.0000,1.772402
SI_02,silicon,426.0000,1.807048
SI_02,silicon,427.0000,1.842789
SI_02,silicon,428.0000,1.879674
SI_02,silicon,429.0000,1.917751
SI_02,silicon,430.0000,1.957074
SI_02,silicon,431.0000,1.997699
SI_02,silicon,432.0000,2.039682
SI_02,silicon,433.0000,2.083088
SI_02,silicon,434.0000,2.127981
SI_02,silicon,435.0000,2.174431
SI_02,silicon,436.0000,2.222512
SI_02,silicon,437.0000,2.272301
SI_02,silicon,438.0000,2.323881
SI_02,silicon,439.0000,2.377340
SI_02,silicon,440.0000,2.432770
SI_02,silicon,441.0000,2.490272
SI_02,silicon,442.0000,2.549950
SI_02,silicon,443.0000,2.611917
SI_02,silicon,444.0000,2.676292
SI_02,silicon,445.0000,2.743202
SI_02,silicon,446.0000,2.812783
SI_02,silicon,447.0000,2.885180
SI_02,silicon,448.0000,2.960549
SI_02,silicon,449.0000,3.039055
SI_02,silicon,450.0000,3.120877
SI_02,silicon,451.0000,3.206203
SI_02,silicon,452.0000,3.295240
SI_02,silicon,453.0000,3.388206
SI_02,silicon,454.0000,3.485337
SI_02,silicon,455.0000,3.586886
SI_02,silicon,456.0000,3.693129
SI_02,silicon,457.0000,3.804358
SI_02,silicon,458.0000,3.920894
SI_02,silicon,459.0000,4.043079
SI_02,silicon,460.0000,4.171288
SI_02,silicon,461.0000,4.305923
SI_02,silicon,462.0000,4.447423
SI_02,silicon,463.0000,4.596265
SI_02,silicon,464.0000,4.752966
SI_02,silicon,465.0000,4.918092
SI_02,silicon,466.0000,5.092258
SI_02,silicon,467.0000,5.276138
SI_02,silicon,468.0000,5.470471
SI_02,silicon,469.0000,5.676064
SI_02,silicon,470.0000,5.893807
SI_02,silicon,471.0000,6.124677
SI_02,silicon,472.0000,6.369751
SI_02,silicon,473.0000,6.630221
SI_02,silicon,474.0000,6.907404
SI_02,silicon,475.0000,7.202762
SI_02,silicon,476.0000,7.517919
SI_02,silicon,477.0000,7.854686
SI_02,silicon,478.0000,8.215081
SI_02,silicon,479.0000,8.601369
SI_02,silicon,480.0000,9.016086
SI_02,silicon,481.0000,9.462090
SI_02,silicon,482.0000,9.942603
SI_02,silicon,483.0000,10.461273
SI_02,silicon,484.0000,11.022241
SI_02,silicon,485.0000,11.630222
SI_02,silicon,486.0000,12.290606
SI_02,silicon,487.0000,13.009573
SI_02,silicon,488.0000,13.794238
SI_02,silicon,489.0000,14.652823
SI_02,silicon,490.0000,15.594872
SI_02,silicon,491.0000,16.631512
SI_02,silicon,492.0000,17.775773
SI_02,silicon,493.0000,19.042995
SI_02,silicon,494.0000,20.451332
SI_02,silicon,495.0000,22.022385
SI_02,silicon,496.0000,23.782019
SI_02,silicon,497.0000,25.761398
SI_02,silicon,498.0000,27.998331
SI_02,silicon,499.0000,30.539026
SI_02,silicon,500.0000,33.440402
SI_02,silicon,501.0000,36.773166
SI_02,silicon,502.0000,40.625959
SI_02,silicon,503.0000,45.110990
SI_02,silicon,504.0000,50.371811
SI_02,silicon,505.0000,56.594169
SI_02,silicon,506.0000,64.021356
SI_02,silicon,507.0000,72.976242
SI_02,silicon,508.0000,83.893319
SI_02,silicon,509.0000,97.365966
SI_02,silicon,510.0000,114.216960
SI_02,silicon,511.0000,135.604545
SI_02,silicon,512.0000,163.181942
SI_02,silicon,513.0000,199.333052
SI_02,silicon,514.0000,247.500818
SI_02,silicon,515.0000,312.568861
SI_02,silicon,516.0000,401.026409
SI_02,silicon,517.0000,519.900626
SI_02,silicon,518.0000,671.621250
SI_02,silicon,519.0000,840.226176
SI_02,silicon,520.0000,973.551551
SI_02,silicon,521.0000,1000.000000
SI_02,silicon,522.0000,901.990328
SI_02,silicon,523.0000,739.031917
SI_02,silicon,524.0000,576.922684
SI_02,silicon,525.0000,444.599174
SI_02,silicon,526.0000,344.749408
SI_02,silicon,527.0000,271.185354
SI_02,silicon,528.0000,216.937834
SI_02,silicon,529.0000,176.467835
SI_02,silicon,530.0000,145.800301
SI_02,silicon,531.0000,122.172182
SI_02,silicon,532.0000,103.671310
SI_02,silicon,533.0000,88.964323
SI_02,silicon,534.0000,77.109512
SI_02,silicon,535.0000,67.431859
SI_02,silicon,536.0000,59.440075
SI_02,silicon,537.0000,52.771195
SI_02,silicon,538.0000,47.153212
SI_02,silicon,539.0000,42.379516
SI_02,silicon,540.0000,38.291195
SI_02,silicon,541.0000,34.764581
SI_02,silicon,542.0000,31.702387
SI_02,silicon,543.0000,29.027302
SI_02,silicon,544.0000,26.677311
SI_02,silicon,545.0000,24.602238
SI_02,silicon,546.0000,22.761152
SI_02,silicon,547.0000,21.120413
SI_02,silicon,548.0000,19.652177
SI_02,silicon,549.0000,18.333244
SI_02,silicon,550.0000,17.144169
SI_02,silicon,551.0000,16.068553
SI_02,silicon,552.0000,15.092495
SI_02,silicon,553.0000,14.204150
SI_02,silicon,554.0000,13.393376
SI_02,silicon,555.0000,12.651450
SI_02,silicon,556.0000,11.970837
SI_02,silicon,557.0000,11.345001
SI_02,silicon,558.0000,10.768254
SI_02,silicon,559.0000,10.235622
SI_02,silicon,560.0000,9.742746
SI_02,silicon,561.0000,9.285790
SI_02,silicon,562.0000,8.861369
SI_02,silicon,563.0000,8.466486
SI_02,silicon,564.0000,8.098481
SI_02,silicon,565.0000,7.754987
SI_02,silicon,566.0000,7.433889
SI_02,silicon,567.0000,7.133299
SI_02,silicon,568.0000,6.851519
SI_02,silicon,569.0000,6.587027
SI_02,silicon,570.0000,6.338449
SI_02,silicon,571.0000,6.104545
SI_02,silicon,572.0000,5.884195
SI_02,silicon,573.0000,5.676382
SI_02,silicon,574.0000,5.480183
SI_02,silicon,575.0000,5.294759
SI_02,silicon,576.0000,5.119346
SI_02,silicon,577.0000,4.953244
SI_02,silicon,578.0000,4.795816
SI_02,silicon,579.0000,4.646477
SI_02,silicon,580.0000,4.504691
SI_02,silicon,581.0000,4.369965
SI_02,silicon,582.0000,4.241846
SI_02,silicon,583.0000,4.119918
SI_02,silicon,584.0000,4.003796
SI_02,silicon,585.0000,3.893125
SI_02,silicon,586.0000,3.787577
SI_02,silicon,587.0000,3.686847
SI_02,silicon,588.0000,3.590653
SI_02,silicon,589.0000,3.498736
SI_02,silicon,590.0000,3.410851
SI_02,silicon,591.0000,3.326774
SI_02,silicon,592.0000,3.246294
SI_02,silicon,593.0000,3.169216
SI_02,silicon,594.0000,3.095358
SI_02,silicon,595.0000,3.024548
SI_02,silicon,596.0000,2.956628
SI_02,silicon,597.0000,2.891449
SI_02,silicon,598.0000,2.828872
SI_02,silicon,599.0000,2.768767
SI_02,silicon,600.0000,2.711010
SI_02,silicon,601.0000,2.655488
SI_02,silicon,602.0000,2.602092
SI_02,silicon,603.0000,2.550722
SI_02,silicon,604.0000,2.501281
SI_02,silicon,605.0000,2.453682
SI_02,silicon,606.0000,2.407838
SI_02,silicon,607.0000,2.363670
SI_02,silicon,608.0000,2.321104
SI_02,silicon,609.0000,2.280069
SI_02,silicon,610.0000,2.240497
SI_02,silicon,611.0000,2.202326
SI_02,silicon,612.0000,2.165496
SI_02,silicon,613.0000,2.129950
SI_02,silicon,614.0000,2.095635
SI_02,silicon,615.0000,2.062500
SI_02,silicon,616.0000,2.030497
SI_02,silicon,617.0000,1.999581
SI_02,silicon,618.0000,1.969708
SI_02,silicon,619.0000,1.940838
SI_02,silicon,620.0000,1.912932
SI_02,silicon,621.0000,1.885952
SI_02,silicon,622.0000,1.859863
SI_02,silicon,623.0000,1.834633
SI_02,silicon,624.0000,1.810228
SI_02,silicon,625.0000,1.786620
SI_02,silicon,626.0000,1.763778
SI_02,silicon,627.0000,1.741676
SI_02,silicon,628.0000,1.720288
SI_02,silicon,629.0000,1.699588
SI_02,silicon,630.0000,1.679553
SI_02,silicon,631.0000,1.660159
SI_02,silicon,632.0000,1.641386
SI_02,silicon,633.0000,1.623212
SI_02,silicon,634.0000,1.605618
SI_02,silicon,635.0000,1.588585
SI_02,silicon,636.0000,1.572095
SI_02,silicon,637.0000,1.556130
SI_02,silicon,638.0000,1.540674
SI_02,silicon,639.0000,1.525711
SI_02,silicon,640.0000,1.511226
SI_02,silicon,641.0000,1.497205
SI_02,silicon,642.0000,1.483633
SI_02,silicon,643.0000,1.470498
SI_02,silicon,644.0000,1.457787
SI_02,silicon,645.0000,1.445486
SI_02,silicon,646.0000,1.433586
SI_02,silicon,647.0000,1.422074
SI_02,silicon,648.0000,1.410939
SI_02,silicon,649.0000,1.400173
SI_02,silicon,650.0000,1.389763
SI_02,silicon,651.0000,1.379702
SI_02,silicon,652.0000,1.369980
SI_02,silicon,653.0000,1.360588
SI_02,silicon,654.0000,1.351517
SI_02,silicon,655.0000,1.342761
SI_02,silicon,656.0000,1.334310
SI_02,silicon,657.0000,1.326158
SI_02,silicon,658.0000,1.318298
SI_02,silicon,659.0000,1.310722
SI_02,silicon,660.0000,1.303423
SI_02,silicon,661.0000,1.296397
SI_02,silicon,662.0000,1.289636
SI_02,silicon,663.0000,1.283135
SI_02,silicon,664.0000,1.276888
SI_02,silicon,665.0000,1.270890
SI_02,silicon,666.0000,1.265135
SI_02,silicon,667.0000,1.259619
SI_02,silicon,668.0000,1.254336
SI_02,silicon,669.0000,1.249283
SI_02,silicon,670.0000,1.244455
SI_02,silicon,671.0000,1.239847
SI_02,silicon,672.0000,1.235456
SI_02,silicon,673.0000,1.231277
SI_02,silicon,674.0000,1.227307
SI_02,silicon,675.0000,1.223543
SI_02,silicon,676.0000,1.219980
SI_02,silicon,677.0000,1.216616
SI_02,silicon,678.0000,1.213448
SI_02,silicon,679.0000,1.210472
SI_02,silicon,680.0000,1.207685
SI_02,silicon,681.0000,1.205085
SI_02,silicon,682.0000,1.202669
SI_02,silicon,683.0000,1.200434
SI_02,silicon,684.0000,1.198379
SI_02,silicon,685.0000,1.196500
SI_02,silicon,686.0000,1.194796
SI_02,silicon,687.0000,1.193264
SI_02,silicon,688.0000,1.191903
SI_02,silicon,689.0000,1.190710
SI_02,silicon,690.0000,1.189684
SI_02,silicon,691.0000,1.188823
SI_02,silicon,692.0000,1.188126
SI_02,silicon,693.0000,1.187590
SI_02,silicon,694.0000,1.187215
SI_02,silicon,695.0000,1.186999
SI_02,silicon,696.0000,1.186940
SI_02,silicon,697.0000,1.187038
SI_02,silicon,698.0000,1.187292
SI_02,silicon,699.0000,1.187700
SI_02,silicon,700.0000,1.188261
SI_02,silicon,701.0000,1.188975
SI_02,silicon,702.0000,1.189840
SI_02,silicon,703.0000,1.190857
SI_02,silicon,704.0000,1.192023
SI_02,silicon,705.0000,1.193340
SI_02,silicon,706.0000,1.194805
SI_02,silicon,707.0000,1.196419
SI_02,silicon,708.0000,1.198182
SI_02,silicon,709.0000,1.200092
SI_02,silicon,710.0000,1.202150
SI_02,silicon,711.0000,1.204355
SI_02,silicon,712.0000,1.206708
SI_02,silicon,713.0000,1.209207
SI_02,silicon,714.0000,1.211854
SI_02,silicon,715.0000,1.214648
SI_02,silicon,716.0000,1.217589
SI_02,silicon,717.0000,1.220678
SI_02,silicon,718.0000,1.223914
SI_02,silicon,719.0000,1.227298
SI_02,silicon,720.0000,1.230831
SI_02,silicon,721.0000,1.234512
SI_02,silicon,722.0000,1.238343
SI_02,silicon,723.0000,1.242323
SI_02,silicon,724.0000,1.246453
SI_02,silicon,725.0000,1.250734
SI_02,silicon,726.0000,1.255167
SI_02,silicon,727.0000,1.259752
SI_02,silicon,728.0000,1.264491
SI_02,silicon,729.0000,1.269383
SI_02,silicon,730.0000,1.274431
SI_02,silicon,731.0000,1.279635
SI_02,silicon,732.0000,1.284995
SI_02,silicon,733.0000,1.290515
SI_02,silicon,734.0000,1.296193
SI_02,silicon,735.0000,1.302033
SI_02,silicon,736.0000,1.308034
SI_02,silicon,737.0000,1.314199
SI_02,silicon,738.0000,1.320529
SI_02,silicon,739.0000,1.327025
SI_02,silicon,740.0000,1.333690
SI_02,silicon,741.0000,1.340524
SI_02,silicon,742.0000,1.347530
SI_02,silicon,743.0000,1.354709
SI_02,silicon,744.0000,1.362064
SI_02,silicon,745.0000,1.369595
SI_02,silicon,746.0000,1.377306
SI_02,silicon,747.0000,1.385198
SI_02,silicon,748.0000,1.393273
SI_02,silicon,749.0000,1.401534
SI_02,silicon,750.0000,1.409984
SI_02,silicon,751.0000,1.418623
SI_02,silicon,752.0000,1.427456
SI_02,silicon,753.0000,1.436485
SI_02,silicon,754.0000,1.445711
SI_02,silicon,755.0000,1.455139
SI_02,silicon,756.0000,1.464771
SI_02,silicon,757.0000,1.474609
SI_02,silicon,758.0000,1.484658
SI_02,silicon,759.0000,1.494919
SI_02,silicon,760.0000,1.505397
SI_02,silicon,761.0000,1.516095
SI_02,silicon,762.0000,1.527015
SI_02,silicon,763.0000,1.538163
SI_02,silicon,764.0000,1.549540
SI_02,silicon,765.0000,1.561152
SI_02,silicon,766.0000,1.573002
SI_02,silicon,767.0000,1.585093
SI_02,silicon,768.0000,1.597431
SI_02,silicon,769.0000,1.610020
SI_02,silicon,770.0000,1.622863
SI_02,silicon,771.0000,1.635965
SI_02,silicon,772.0000,1.649332
SI_02,silicon,773.0000,1.662967
SI_02,silicon,774.0000,1.676876
SI_02,silicon,775.0000,1.691063
SI_02,silicon,776.0000,1.705535
SI_02,silicon,777.0000,1.720296
SI_02,silicon,778.0000,1.735352
SI_02,silicon,779.0000,1.750709
SI_02,silicon,780.0000,1.766372
SI_02,silicon,781.0000,1.782348
SI_02,silicon,782.0000,1.798643
SI_02,silicon,783.0000,1.815263
SI_02,silicon,784.0000,1.832215
SI_02,silicon,785.0000,1.849505
SI_02,silicon,786.0000,1.867142
SI_02,silicon,787.0000,1.885131
SI_02,silicon,788.0000,1.903481
SI_02,silicon,789.0000,1.922199
SI_02,silicon,790.0000,1.941293
SI_02,silicon,791.0000,1.960771
SI_02,silicon,792.0000,1.980642
SI_02,silicon,793.0000,2.000914
SI_02,silicon,794.0000,2.021596
SI_02,silicon,795.0000,2.042698
SI_02,silicon,796.0000,2.064228
SI_02,silicon,797.0000,2.086197
SI_02,silicon,798.0000,2.108614
SI_02,silicon,799.0000,2.131491
SI_02,silicon,800.0000,2.154837
SI_02,silicon,801.0000,2.178664
SI_02,silicon,802.0000,2.202983
SI_02,silicon,803.0000,2.227805
SI_02,silicon,804.0000,2.253144
SI_02,silicon,805.0000,2.279012
SI_02,silicon,806.0000,2.305420
SI_02,silicon,807.0000,2.332384
SI_02,silicon,808.0000,2.359915
SI_02,silicon,809.0000,2.388030
SI_02,silicon,810.0000,2.416741
SI_02,silicon,811.0000,2.446065
SI_02,silicon,812.0000,2.476017
SI_02,silicon,813.0000,2.506613
SI_02,silicon,814.0000,2.537869
SI_02,silicon,815.0000,2.569804
SI_02,silicon,816.0000,2.602434
SI_02,silicon,817.0000,2.635778
SI_02,silicon,818.0000,2.669855
SI_02,silicon,819.0000,2.704685
SI_02,silicon,820.0000,2.740288
SI_02,silicon,821.0000,2.776685
SI_02,silicon,822.0000,2.813898
SI_02,silicon,823.0000,2.851949
SI_02,silicon,824.0000,2.890861
SI_02,silicon,825.0000,2.930659
SI_02,silicon,826.0000,2.971367
SI_02,silicon,827.0000,3.013011
SI_02,silicon,828.0000,3.055619
SI_02,silicon,829.0000,3.099216
SI_02,silicon,830.0000,3.143833
SI_02,silicon,831.0000,3.189498
SI_02,silicon,832.0000,3.236243
SI_02,silicon,833.0000,3.284099
SI_02,silicon,834.0000,3.333099
SI_02,silicon,835.0000,3.383278
SI_02,silicon,836.0000,3.434671
SI_02,silicon,837.0000,3.487315
SI_02,silicon,838.0000,3.541247
SI_02,silicon,839.0000,3.596508
SI_02,silicon,840.0000,3.653138
SI_02,silicon,841.0000,3.711181
SI_02,silicon,842.0000,3.770680
SI_02,silicon,843.0000,3.831681
SI_02,silicon,844.0000,3.894232
SI_02,silicon,845.0000,3.958383
SI_02,silicon,846.0000,4.024184
SI_02,silicon,847.0000,4.091691
SI_02,silicon,848.0000,4.160957
SI_02,silicon,849.0000,4.232041
SI_02,silicon,850.0000,4.305003
SI_02,silicon,851.0000,4.379905
SI_02,silicon,852.0000,4.456812
SI_02,silicon,853.0000,4.535793
SI_02,silicon,854.0000,4.616916
SI_02,silicon,855.0000,4.700255
SI_02,silicon,856.0000,4.785886
SI_02,silicon,857.0000,4.873889
SI_02,silicon,858.0000,4.964345
SI_02,silicon,859.0000,5.057341
SI_02,silicon,860.0000,5.152966
SI_02,silicon,861.0000,5.251312
SI_02,silicon,862.0000,5.352478
SI_02,silicon,863.0000,5.456564
SI_02,silicon,864.0000,5.563674
SI_02,silicon,865.0000,5.673920
SI_02,silicon,866.0000,5.787415
SI_02,silicon,867.0000,5.904278
SI_02,silicon,868.0000,6.024633
SI_02,silicon,869.0000,6.148610
SI_02,silicon,870.0000,6.276344
SI_02,silicon,871.0000,6.407975
SI_02,silicon,872.0000,6.543651
SI_02,silicon,873.0000,6.683523
SI_02,silicon,874.0000,6.827752
SI_02,silicon,875.0000,6.976503
SI_02,silicon,876.0000,7.129951
SI_02,silicon,877.0000,7.288275
SI_02,silicon,878.0000,7.451663
SI_02,silicon,879.0000,7.620313
SI_02,silicon,880.0000,7.794429
SI_02,silicon,881.0000,7.974223
SI_02,silicon,882.0000,8.159918
SI_02,silicon,883.0000,8.351745
SI_02,silicon,884.0000,8.549945
SI_02,silicon,885.0000,8.754767
SI_02,silicon,886.0000,8.966473
SI_02,silicon,887.0000,9.185332
SI_02,silicon,888.0000,9.411628
SI_02,silicon,889.0000,9.645651
SI_02,silicon,890.0000,9.887704
SI_02,silicon,891.0000,10.138103
SI_02,silicon,892.0000,10.397172
SI_02,silicon,893.0000,10.665249
SI_02,silicon,894.0000,10.942681
SI_02,silicon,895.0000,11.229828
SI_02,silicon,896.0000,11.527059
SI_02,silicon,897.0000,11.834756
SI_02,silicon,898.0000,12.153309
SI_02,silicon,899.0000,12.483118
SI_02,silicon,900.0000,12.824592
SI_02,silicon,901.0000,13.178148
SI_02,silicon,902.0000,13.544208
SI_02,silicon,903.0000,13.923199
SI_02,silicon,904.0000,14.315552
SI_02,silicon,905.0000,14.721696
SI_02,silicon,906.0000,15.142060
SI_02,silicon,907.0000,15.577067
SI_02,silicon,908.0000,16.027130
SI_02,silicon,909.0000,16.492649
SI_02,silicon,910.0000,16.974006
SI_02,silicon,911.0000,17.471557
SI_02,silicon,912.0000,17.985630
SI_02,silicon,913.0000,18.516513
SI_02,silicon,914.0000,19.064447
SI_02,silicon,915.0000,19.629619
SI_02,silicon,916.0000,20.212148
SI_02,silicon,917.0000,20.812076
SI_02,silicon,918.0000,21.429355
SI_02,silicon,919.0000,22.063831
SI_02,silicon,920.0000,22.715233
SI_02,silicon,921.0000,23.383151
SI_02,silicon,922.0000,24.067027
SI_02,silicon,923.0000,24.766128
SI_02,silicon,924.0000,25.479535
SI_02,silicon,925.0000,26.206119
SI_02,silicon,926.0000,26.944525
SI_02,silicon,927.0000,27.693154
SI_02,silicon,928.0000,28.450144
SI_02,silicon,929.0000,29.213356
SI_02,silicon,930.0000,29.980360
SI_02,silicon,931.0000,30.748428
SI_02,silicon,932.0000,31.514529
SI_02,silicon,933.0000,32.275328
SI_02,silicon,934.0000,33.027197
SI_02,silicon,935.0000,33.766226
SI_02,silicon,936.0000,34.488250
SI_02,silicon,937.0000,35.188881
SI_02,silicon,938.0000,35.863551
SI_02,silicon,939.0000,36.507563
SI_02,silicon,940.0000,37.116153
SI_02,silicon,941.0000,37.684564
SI_02,silicon,942.0000,38.208121
SI_02,silicon,943.0000,38.682317
SI_02,silicon,944.0000,39.102898
SI_02,silicon,945.0000,39.465957
SI_02,silicon,946.0000,39.768011
SI_02,silicon,947.0000,40.006091
SI_02,silicon,948.0000,40.177803
SI_02,silicon,949.0000,40.281396
SI_02,silicon,950.0000,40.315799
SI_02,silicon,951.0000,40.280652
SI_02,silicon,952.0000,40.176315
SI_02,silicon,953.0000,40.003859
SI_02,silicon,954.0000,39.765035
SI_02,silicon,955.0000,39.462236
SI_02,silicon,956.0000,39.098433
SI_02,silicon,957.0000,38.677107
SI_02,silicon,958.0000,38.202166
SI_02,silicon,959.0000,37.677863
SI_02,silicon,960.0000,37.108706
SI_02,silicon,961.0000,36.499369
SI_02,silicon,962.0000,35.854610
SI_02,silicon,963.0000,35.179193
SI_02,silicon,964.0000,34.477813
SI_02,silicon,965.0000,33.755040
SI_02,silicon,966.0000,33.015261
SI_02,silicon,967.0000,32.262642
SI_02,silicon,968.0000,31.501091
SI_02,silicon,969.0000,30.734238
SI_02,silicon,970.0000,29.965417
SI_02,silicon,971.0000,29.197658
SI_02,silicon,972.0000,28.433692
SI_02,silicon,973.0000,27.675945
SI_02,silicon,974.0000,26.926559
SI_02,silicon,975.0000,26.187394
SI_02,silicon,976.0000,25.460050
SI_02,silicon,977.0000,24.745882
SI_02,silicon,978.0000,24.046019
SI_02,silicon,979.0000,23.361380
SI_02,silicon,980.0000,22.692696
SI_02,silicon,981.0000,22.040527
SI_02,silicon,982.0000,21.405283
SI_02,silicon,983.0000,20.787234
SI_02,silicon,984.0000,20.186534
SI_02,silicon,985.0000,19.603232
SI_02,silicon,986.0000,19.037285
SI_02,silicon,987.0000,18.488574
SI_02,silicon,988.0000,17.956913
SI_02,silicon,989.0000,17.442060
SI_02,silicon,990.0000,16.943725
SI_02,silicon,991.0000,16.461584
SI_02,silicon,992.0000,15.995278
SI_02,silicon,993.0000,15.544427
SI_02,silicon,994.0000,15.108629
SI_02,silicon,995.0000,14.687472
SI_02,silicon,996.0000,14.280532
SI_02,silicon,997.0000,13.887382
SI_02,silicon,998.0000,13.507590
SI_02,silicon,999.0000,13.140728
SI_02,silicon,1000.0000,12.786367
SI_02,silicon,1001.0000,12.444084
SI_02,silicon,1002.0000,12.113465
SI_02,silicon,1003.0000,11.794099
SI_02,silicon,1004.0000,11.485586
SI_02,silicon,1005.0000,11.187535
SI_02,silicon,1006.0000,10.899567
SI_02,silicon,1007.0000,10.621310
SI_02,silicon,1008.0000,10.352406
SI_02,silicon,1009.0000,10.092506
SI_02,silicon,1010.0000,9.841273
SI_02,silicon,1011.0000,9.598383
SI_02,silicon,1012.0000,9.363519
SI_02,silicon,1013.0000,9.136380
SI_02,silicon,1014.0000,8.916674
SI_02,silicon,1015.0000,8.704117
SI_02,silicon,1016.0000,8.498441
SI_02,silicon,1017.0000,8.299384
SI_02,silicon,1018.0000,8.106695
SI_02,silicon,1019.0000,7.920135
SI_02,silicon,1020.0000,7.739472
SI_02,silicon,1021.0000,7.564483
SI_02,silicon,1022.0000,7.394957
SI_02,silicon,1023.0000,7.230687
SI_02,silicon,1024.0000,7.071478
SI_02,silicon,1025.0000,6.917142
SI_02,silicon,1026.0000,6.767497
SI_02,silicon,1027.0000,6.622371
SI_02,silicon,1028.0000,6.481597
SI_02,silicon,1029.0000,6.345015
SI_02,silicon,1030.0000,6.212473
SI_02,silicon,1031.0000,6.083823
SI_02,silicon,1032.0000,5.958926
SI_02,silicon,1033.0000,5.837645
SI_02,silicon,1034.0000,5.719853
SI_02,silicon,1035.0000,5.605423
SI_02,silicon,1036.0000,5.494237
SI_02,silicon,1037.0000,5.386182
SI_02,silicon,1038.0000,5.281146
SI_02,silicon,1039.0000,5.179025
SI_02,silicon,1040.0000,5.079717
