raman_shift_cm-1,PS_01,PS_02,PS_03,PET_01,PET_02,PMMA_01,PMMA_02,CAL_01,CAL_02,ARA_01,ARA_02,SI_01,XA_01,XB_01
428.739,543.6754,684.2225,356.32,-300.5696,675.9592,332.5938,832.715,328.438,651.1706,374.1202,736.8184,-429.2666,19536.8033,-7.9465
430.5963,472.3619,-20.6429,32.6431,1402.3658,580.6245,175.3327,49.8567,-197.6616,-210.9765,-379.9428,614.3419,-521.7184,19952.5386,609.9276
432.4536,63.0828,968.9402,1187.786,782.3639,-84.2034,339.8527,983.1885,41.0513,1178.7647,984.6537,-156.2978,1009.0792,16529.2343,659.4934
434.3109,126.6435,104.9655,-508.7862,-653.467,458.828,-442.9661,325.0337,969.09,67.0483,306.3494,159.2918,145.0792,12659.8377,-142.2254
436.1681,1413.2951,111.3871,385.9899,702.5171,152.84,1119.1006,345.8955,-387.1082,386.6316,-934.1286,302.7329,3.5382,8602.0581,1213.2838
438.0254,1216.2592,133.8301,640.1309,214.7617,438.9281,303.1617,667.1009,1150.9237,771.6678,261.6741,63.5841,124.3245,6581.6024,78.7006
439.8827,1020.0653,509.9431,60.102,718.5243,799.3094,409.9768,472.9611,-41.551,359.5497,-260.9511,24.4123,-2.4307,4246.1073,1000.1361
441.74,-227.3968,500.3153,-173.6338,25.5126,325.3827,352.5011,750.968,-118.4165,803.2866,319.8488,458.5755,469.5352,4006.8763,1094.6112
443.5973,189.8923,-334.1018,-335.989,166.3012,1.4732,208.1058,435.5843,341.027,939.6667,-22.9692,239.2771,746.2417,2163.9679,1122.6608
445.4545,587.6367,292.2884,-23.1328,-27.7125,644.51,549.5729,694.4216,-88.7259,629.6581,27.8296,840.8735,652.3129,2014.1516,-577.7852
447.3118,604.0816,505.4462,119.842,91.5016,-119.3536,401.7369,215.9237,532.3119,303.5415,-3.3473,917.2695,119.0541,1984.3406,-338.6304
449.1691,778.3415,80.9625,-489.7257,339.7595,905.0507,603.6088,265.8378,526.5697,568.7556,909.3795,416.2677,-79.0749,1117.2097,123.0638
451.0264,-82.7314,65.8878,716.4165,393.1238,882.8008,368.3629,620.3426,166.632,128.2679,764.0179,371.8079,777.537,953.8793,256.6763
452.8837,425.6328,16.8777,222.5205,-316.0662,866.6968,774.7744,477.693,1215.7612,-19.9308,231.6442,584.813,486.9609,1334.6567,825.735
454.741,494.081,41.1358,473.2509,-198.1049,193.5593,-72.9497,616.4191,784.9263,10.2093,224.8907,-186.9354,321.0648,1234.1637,93.8959
456.5982,262.0697,-792.9438,207.371,199.022,501.6817,1536.6799,294.4655,-182.2949,1039.2492,226.5305,-406.7677,450.2214,1288.372,277.1862
458.4555,503.2864,464.5401,-59.8019,522.2897,115.0812,-40.48,803.5021,367.5094,304.657,21.4029,-130.8652,-729.9179,866.9538,304.4336
460.3128,-75.0022,155.3174,-222.0543,-136.7753,383.4848,517.6819,212.1168,735.578,545.391,-398.4694,273.0413,-135.9536,1359.1208,293.7787
462.1701,454.5697,28.3907,608.2787,-742.591,594.2867,558.7182,407.3217,-644.6526,765.2372,-47.0921,-344.0781,454.2062,961.7128,837.3882
464.0274,213.7284,303.0137,398.4186,605.3146,-187.8646,-129.5716,590.0928,488.5613,-409.8693,303.8334,669.7104,486.5559,1361.238,261.2687
465.8847,588.0564,561.7349,493.5022,460.0494,-13.7935,869.8276,220.7851,215.732,632.9717,278.7633,-317.1853,106.1049,497.7429,973.2799
467.7419,529.324,487.3003,-72.4875,-721.3497,269.5234,388.3548,624.1407,423.7301,110.6019,77.0975,77.9116,160.2372,316.7454,163.9664
469.5992,470.8872,489.8301,253.1229,557.3072,539.6206,-118.7216,348.3176,365.4339,625.4499,462.4825,767.2411,13.9625,881.4065,636.803
471.4565,-125.5261,-144.1194,537.546,573.7402,812.0846,429.9939,595.1173,551.6122,-383.058,852.991,-230.9813,189.7437,652.1425,-276.8634
473.3138,600.7814,471.2494,674.3408,387.2481,361.244,360.44,-95.9533,605.204,722.262,259.6051,541.0392,923.8546,903.6307,536.8908
475.1711,94.3558,508.6877,173.4176,560.6961,27.3386,408.6146,339.0047,-328.6873,-821.5764,52.2369,900.9423,90.5962,948.1324,631.3173
477.0283,218.4808,286.0792,366.8506,226.0235,316.9935,714.9788,281.1095,312.4295,50.7319,448.7839,71.2979,-458.0633,554.3195,-20.768
478.8856,341.3444,200.367,-8.1088,928.8221,540.6207,-28.4203,483.3383,-196.678,796.4354,373.3057,522.0212,696.4206,362.3077,-77.3517
480.7429,360.2797,15.7114,142.4649,532.0278,-125.5047,296.6995,-260.7842,824.4714,633.3569,697.861,150.3283,830.4189,398.5965,338.399
482.6002,702.883,321.8009,573.3966,13.0236,18.6825,702.4263,645.0395,-502.3076,468.0326,241.2487,631.0225,150.8082,753.4143,1069.0035
484.4575,186.2672,398.6994,991.6362,-207.4021,404.1938,-113.4621,430.5588,26.2788,-791.7213,432.2056,825.3924,599.8222,190.1401,-982.5028
486.3148,556.412,-295.509,-211.8762,422.9448,358.9692,953.7631,815.359,-93.0353,-142.6448,-495.94,-58.9967,289.4024,399.5651,95.265
488.172,-364.3258,339.5429,915.3577,-467.331,554.7965,617.6537,673.0428,881.7147,-793.3927,167.0025,-460.551,511.1727,-9.6345,617.8995
490.0293,543.888,317.4675,376.2935,883.9823,757.5507,527.3819,-551.526,852.4733,713.3086,27.5526,594.3534,620.2158,-141.876,-666.7209
491.8866,282.6282,43.0793,-69.91,974.3991,259.0366,1117.2985,-453.7512,274.7984,680.6041,530.1288,181.916,474.939,79.7564,406.0231
493.7439,942.6044,165.451,274.6837,429.8202,225.2481,457.1227,573.7204,-649.5888,799.5789,-153.5052,232.6244,660.202,175.361,244.2786
495.6012,-240.3965,411.2651,473.1837,287.4111,309.6817,-252.8203,642.8146,106.4544,1073.3757,719.5243,144.3854,435.6108,392.7149,-107.1798
497.4585,102.8428,43.4403,48.4615,-17.5019,364.2278,-113.214,-576.0722,570.9709,463.2162,589.1835,640.8014,1033.8808,460.0105,677.145
499.3157,409.849,293.7366,383.3777,-280.1136,321.9916,614.3541,500.2486,861.3702,351.297,285.7451,-101.9608,-381.2377,494.3852,1044.2864
501.173,170.6503,554.2305,332.4109,1001.6334,686.8147,239.5557,485.0565,146.9076,-81.6211,-444.5788,-34.6676,188.8903,269.6622,317.716
503.0303,398.4391,225.2683,677.8398,474.8608,-438.0276,867.6289,331.2011,-238.4102,-397.7011,378.4902,309.9302,891.482,-266.7103,42.5417
504.8876,-184.4924,-551.3666,84.5167,-157.3747,45.8777,-10.4228,876.8692,1103.9268,689.5344,-123.276,552.1212,862.195,784.9272,567.7288
506.7449,-391.6999,-264.7607,121.4352,19.9865,-82.3191,-91.8352,-63.0403,333.4634,-295.8578,-480.4733,183.5285,1017.3433,371.2806,177.1188
508.6022,-309.1963,358.2847,686.4168,303.2071,156.1517,502.6654,688.4308,-168.9906,-230.455,54.8607,52.4312,1111.5262,154.5671,131.3589
510.4594,-30.603,32.3347,1095.7468,17.9651,589.8963,-567.465,481.4846,6.1081,328.9573,167.8924,148.4534,2265.5809,515.2671,-217.5582
512.3167,814.7086,777.643,106.2247,988.4246,375.5695,685.275,387.6388,118.2278,-130.6514,-290.5633,-334.3653,3004.3382,344.2115,-121.957
514.174,-329.6923,212.7612,1067.4152,1136.6318,215.5881,254.1227,-337.0861,316.9258,-173.7206,78.6059,203.5263,3168.718,1051.3328,-115.601
516.0313,850.4583,713.682,170.4107,-125.7364,575.4324,-712.1014,383.7474,1107.7004,-332.5844,559.8823,741.8034,8100.5602,722.582,-163.4338
517.8886,15.3156,1295.4263,55.7539,211.7881,257.6402,681.9394,212.2793,50.7268,683.5762,344.167,47.5522,17667.6318,201.5049,171.9782
519.7458,515.9401,974.8242,641.6441,370.9273,-38.8333,69.9561,8.0317,268.0007,-213.2609,651.7667,-104.6414,40716.0156,550.8373,508.3376
521.6031,-117.65,288.3347,490.1707,55.2176,446.9069,181.3584,1117.4052,-37.716,-225.3644,147.6601,642.5209,33378.8481,408.5199,1175.1654
523.4604,433.8192,534.8833,172.0991,-391.6087,739.9225,1.0724,462.3083,-291.2956,330.4823,40.4918,439.7781,15034.4077,245.0832,259.9029
525.3177,456.8352,1471.6093,-17.9132,57.6526,1224.5715,410.0165,583.6022,-11.1328,109.8216,-185.0762,529.4881,6506.991,-175.829,422.9031
527.175,303.7513,556.4097,-1265.6718,409.6837,28.5087,205.7505,300.1652,516.0322,862.4605,31.9396,-109.4695,4547.1586,308.457,904.9634
529.0323,74.6727,1151.1809,172.721,217.2518,-13.9538,688.2788,776.1519,181.2453,415.0963,-696.631,489.4538,2777.2464,562.6228,-108.4222
530.8895,159.6625,451.1669,250.4894,73.6903,-166.2838,-220.6386,318.1927,60.8324,821.7824,1152.1629,115.3915,1535.6642,782.909,868.3105
532.7468,645.0013,412.8349,19.7727,37.0116,112.9409,582.4074,572.9939,-32.6211,971.6812,214.3099,-41.0065,1223.6632,985.7303,188.1948
534.6041,1216.1791,430.0706,785.9422,668.3778,29.1925,319.4268,42.9747,152.555,570.4291,302.8491,90.2557,949.5145,1004.5786,103.9212
536.4614,741.5977,187.1168,365.0588,121.6493,269.1091,-604.8729,-204.8062,251.5868,229.4609,450.1139,560.0786,830.0589,357.9297,618.1471
538.3187,183.5074,661.3014,253.2442,155.5949,55.1363,226.2866,429.9753,621.5768,-46.1512,510.545,668.9295,956.3917,-512.3358,275.4384
540.176,450.6107,784.414,974.3168,166.3497,95.8185,661.3638,851.8616,411.7435,265.6156,173.5049,575.0719,1210.4748,663.1411,329.0437
542.0332,1150.1441,68.4025,31.2653,290.3055,228.4661,-297.3114,334.1461,196.2973,-408.3567,468.6915,1122.0255,686.522,44.6314,187.4612
543.8905,22.6879,11.8928,499.7402,528.9933,375.4857,94.4592,948.8588,657.6741,475.4146,-56.9079,804.5389,930.2,225.669,591.4087
545.7478,-426.0165,550.5943,232.3165,649.8729,155.2475,254.8265,572.8134,1058.264,721.5902,-188.3863,85.9636,1925.4726,705.75,405.9004
547.6051,85.1816,271.2504,188.4864,1242.7162,-1110.6122,298.1177,182.1799,582.6478,151.2402,183.2519,1348.502,403.7595,12.8177,739.4828
549.4624,31.5945,881.3907,1021.4277,570.8923,182.5458,339.6684,1018.8812,655.2366,325.0918,-253.2487,648.7359,496.1225,184.2116,-91.4704
551.3196,141.312,381.6148,-324.5528,163.5423,741.1831,-5.7219,277.1933,869.7396,105.2159,310.9733,57.8669,282.1198,-57.7811,-121.0756
553.1769,490.9223,-43.5333,-233.7085,356.4708,729.5019,758.2838,195.0715,385.4655,722.3252,493.6512,646.0038,-133.6988,-186.365,275.9234
555.0342,-130.8439,294.3778,453.4487,-28.0127,486.517,440.6559,470.1218,806.7439,246.2356,204.3151,624.3241,1302.955,314.0622,-81.8492
556.8915,256.7848,-346.7023,709.7403,-120.9912,736.6143,411.3961,58.1259,796.9321,509.0174,391.7006,359.9568,132.3656,706.648,484.7298
558.7488,127.7269,717.4947,948.0378,-645.894,217.3961,536.1154,665.0542,-231.5825,-36.0148,331.5716,515.4312,-245.7592,597.6765,844.215
560.6061,399.1099,1336.9711,894.7602,251.7375,-338.0713,-288.0469,1107.364,467.7209,416.1687,298.1113,382.4583,664.8856,561.8621,751.5165
562.4633,253.7588,477.7608,458.7619,1398.6011,301.3438,833.3682,763.6197,-18.5882,26.9454,550.5821,803.3255,134.2105,-178.0498,-40.9542
564.3206,62.0117,804.4848,-220.8062,-157.1288,213.0363,139.5534,-134.2516,441.8362,-95.2556,714.6252,596.0916,228.9796,736.0738,193.4835
566.1779,217.183,-504.048,824.3268,-63.0262,486.1417,499.2607,-317.3102,849.9665,410.1135,918.1081,772.7486,995.434,-392.2125,28.2383
568.0352,305.4682,551.6581,340.9866,938.0203,-217.5371,346.8279,229.8387,388.4416,338.1288,261.6705,175.6238,176.9396,36.7599,1005.4568
569.8925,999.2537,-248.7494,525.2828,234.7536,558.0355,411.0645,406.5368,822.9732,658.8778,608.1149,714.888,862.6337,-327.4685,792.7936
571.7498,430.9692,423.5072,786.53,-327.1233,14.6157,406.4047,450.8187,-127.604,-105.0498,-199.3954,721.9056,300.6292,57.825,700.256
573.607,163.1953,-130.4892,763.8734,424.2047,-76.62,494.8919,-85.2326,-257.8389,671.1855,454.9489,1254.6888,989.271,321.3742,393.287
575.4643,954.2817,409.1561,-149.8097,337.9176,26.9507,538.7928,11.1128,117.1209,147.4892,494.1153,-648.9509,203.7545,299.659,-109.0982
577.3216,-164.7933,23.8888,343.668,-67.1547,773.2794,844.8205,564.2018,45.4312,817.8343,195.3493,512.5154,431.9178,385.4636,575.6602
579.1789,1017.1085,-248.3645,916.19,-725.9423,380.2937,278.0629,608.0019,-131.2241,366.0465,999.9799,290.7805,96.9797,82.6351,-645.4368
581.0362,697.2448,404.0021,770.0471,346.3206,184.5615,772.7425,550.0377,212.0823,-98.3315,181.1739,699.9355,590.2504,750.5196,-310.0205
582.8935,491.9391,-51.3464,253.694,188.9095,186.2824,938.2232,409.5723,-92.2984,-334.5786,-19.7513,515.1646,-69.3745,989.8404,-70.7883
584.7507,295.2405,1065.8097,610.4886,1301.5417,243.2261,831.8742,1327.2984,658.2542,1066.6872,-287.1212,-117.7063,315.7876,1268.0128,1002.4605
586.608,801.5175,-154.4447,368.0725,705.8028,491.4257,1709.6353,889.5491,100.0277,1371.8473,430.7878,391.9548,-306.6891,546.8956,964.1469
588.4653,179.9122,615.3439,791.6182,166.9257,548.9387,1416.5763,1569.8,185.3641,-62.6675,998.4611,-35.5197,-229.9524,-8.2807,948.1434
590.3226,706.0285,791.5682,673.3321,817.9707,977.3375,1169.4617,1129.7076,223.7243,414.7436,497.5321,44.9245,451.4141,697.908,1036.1005
592.1799,823.5327,502.2643,530.1006,259.033,679.571,1929.5493,1755.2091,212.4171,-111.5674,494.7924,764.1197,814.5685,-247.9498,112.936
594.0371,1169.8831,980.4605,717.5479,202.4996,373.1566,2390.5589,2611.4824,934.8623,1215.3219,277.0653,245.9015,728.0219,292.512,-393.404
595.8944,591.2919,305.3962,869.8975,-95.0555,1226.6726,3830.7554,3662.6824,195.7678,194.7797,813.5249,96.8716,118.087,730.7783,1084.9987
597.7517,270.6882,483.1088,-283.9016,300.7627,465.0382,6015.8613,5026.626,-397.982,357.8595,-243.3086,522.0362,1521.4681,237.8571,404.8678
599.609,814.5554,825.1221,385.306,12.6745,490.4463,7358.2597,7662.2031,-87.029,-213.0648,-62.0855,-327.2799,54.7022,367.9015,644.454
601.4663,605.8439,725.2694,316.9919,1477.2463,88.2975,8782.9728,8950.7153,-2.626,431.7475,-28.196,67.5914,334.3789,62.6408,-219.8577
603.3236,1479.7164,1336.7177,1347.8233,63.0059,418.3882,5917.4047,6619.821,235.5727,-317.0829,290.4441,-662.2325,470.9437,-307.9872,12.5327
605.1808,1329.403,1352.9738,1232.1569,699.3038,-93.5962,4483.9851,4343.0596,40.9974,373.1236,641.5355,191.7726,968.2384,-170.5061,881.7986
607.0381,1166.6706,1587.8938,1328.0757,851.0617,524.0426,4186.5452,3335.1185,-452.3499,-147.2157,607.356,811.4916,460.0777,-278.7269,-98.9103
608.8954,2068.8816,1217.6261,2149.5087,-63.1892,677.8084,1939.9342,1980.8209,153.1026,-684.6728,176.3653,113.782,-14.8509,-25.7131,22.9613
610.7527,1825.9274,2119.5062,1908.444,405.1444,263.8439,1496.6681,1475.0197,391.4669,-947.3917,643.9541,742.6304,1015.8876,808.2621,518.9214
612.61,2992.1743,2907.7899,2661.0109,616.2992,1638.642,1025.6594,1362.3134,328.4821,-110.5641,-360.1757,361.5188,69.7637,1318.9707,-688.3366
614.4673,4036.4856,3249.1747,3439.7397,815.43,748.6882,1349.9494,1138.6293,180.2685,85.3732,115.5125,-183.8215,598.0216,582.321,681.6284
616.3245,5532.3469,5350.2624,5726.442,761.7449,513.5813,-139.0179,1542.6991,586.0183,1389.3547,528.3015,558.9623,214.2074,152.1417,387.8377
618.1818,9263.3959,9414.6442,8669.0534,380.9293,1602.2022,765.6004,1652.1067,-57.7359,57.9546,528.6863,588.202,374.9451,806.842,73.8093
620.0391,12054.312,12375.3823,12059.6611,1434.5063,1526.4397,644.1261,685.1935,366.6907,407.4541,332.8041,406.5323,794.8943,-393.5869,436.9167
621.8964,12520.9143,12170.1574,12059.5184,1747.2411,1485.7256,677.5998,524.1811,154.2143,523.7294,41.8226,390.5078,391.4763,163.7445,36.4916
623.7537,8622.8576,7733.6477,8413.5285,2137.5634,2360.5036,627.6617,710.3939,174.2867,-252.69,534.5065,114.0828,883.9027,241.5084,283.5957
625.6109,5910.4841,5228.3394,5704.6415,3431.5172,3229.4644,1552.2516,136.6363,6.7334,224.4577,1215.8769,33.539,-22.4926,-21.8807,285.1614
627.4682,4174.4664,3418.3479,3990.1323,4871.4294,4026.0175,191.0974,592.9564,-117.2031,271.1264,1274.3928,370.8494,269.8821,20.1451,214.5956
629.3255,2101.7457,3042.2047,2781.5552,6497.0398,6714.6484,396.0461,684.6732,638.0725,289.4361,-300.821,69.0262,824.7096,1073.7485,970.4737
631.1828,2357.1474,1585.076,2133.1237,8570.8787,8372.4327,216.8178,239.7623,-60.1906,910.0634,614.9472,74.1306,580.582,-453.8505,660.7448
633.0401,1272.2273,2194.9591,1525.5888,8223.0159,7938.7283,490.2233,-61.9425,24.4681,92.9175,-414.6605,545.7659,358.2153,-182.046,6.3753
634.8974,715.9101,1482.1155,866.4616,6110.8222,6258.7878,88.0004,488.9476,1002.3883,658.8075,668.1435,-118.9883,352.5438,484.0233,-140.5499
636.7546,998.1348,1058.6017,1167.5246,3871.4093,4098.5147,269.7411,1124.0074,259.6404,27.7816,161.2889,870.1733,308.9767,336.5125,1048.4124
638.6119,1865.0377,209.8582,691.0251,2810.136,3368.5305,329.6463,1115.0832,538.6582,51.7286,475.7109,232.7342,524.1279,690.4859,476.2395
640.4692,360.4388,457.4653,1167.6,2199.4124,2007.3728,-132.6332,276.0783,-52.0732,940.1857,127.8518,-337.9402,221.9793,221.2423,309.5027
642.3265,202.8506,223.054,1042.4375,1746.8381,1230.4431,171.7181,-101.998,484.245,-155.2592,-174.0219,622.5385,1030.2596,301.8404,-470.5652
644.1838,547.7478,864.3037,997.2902,893.469,743.7335,969.7868,-293.4298,933.09,-71.379,846.1935,685.567,580.952,201.6066,75.0115
646.0411,601.4767,513.5077,740.4117,253.0237,1282.6389,211.1719,456.047,373.2774,609.4483,-54.7105,63.9819,-111.6747,598.9387,884.6993
647.8983,-29.1929,822.5726,987.9914,801.1186,1408.6593,953.7955,178.6088,-276.0245,492.4845,8.2772,633.2873,562.9987,-377.7397,-61.5566
649.7556,621.3755,1170.2655,219.9298,491.8585,1322.7628,-431.9545,362.4969,986.6502,581.9893,-159.5071,706.8167,968.9794,-38.1213,205.6246
651.6129,-64.8676,605.9907,1066.5678,733.5598,911.9256,715.9387,121.2115,676.6444,-88.7419,419.9765,-239.4922,1225.4506,796.3591,99.3642
653.4702,701.3339,745.1189,587.8789,879.2448,265.4266,276.8207,447.6061,-186.5283,117.0345,773.0184,400.8544,113.7433,352.4297,1163.1713
655.3275,1567.7677,958.1703,253.5616,195.8628,899.2045,905.5794,508.0253,702.373,282.8449,396.3725,317.6535,24.743,893.7983,118.4808
657.1848,316.8482,348.1841,304.708,-533.652,1093.5379,663.4813,889.1061,1005.9928,682.1861,454.3865,235.5573,109.7739,-291.6317,498.6833
659.042,1027.9068,165.9707,487.5752,1079.166,194.569,19.0208,-180.9172,-313.9377,984.5227,137.2596,452.6478,-385.446,489.2699,763.1288
660.8993,636.0048,52.0946,562.6918,227.6444,108.9202,504.0569,-514.4575,182.1242,538.8254,353.1216,325.5184,769.8382,562.1487,690.1148
662.7566,467.5832,-206.1416,-10.2454,761.1795,533.2225,134.4008,213.8911,746.5152,-41.3675,572.5498,17.5156,-231.0315,-246.9822,488.8665
664.6139,851.0264,778.6513,717.2334,229.5531,1020.482,216.2005,725.9338,604.1028,492.4993,800.9866,487.508,642.3764,411.4696,146.4141
666.4712,455.0221,915.8704,495.1658,787.1532,600.1574,390.0124,53.3141,-97.8595,-70.6961,534.3092,786.1566,927.5349,1035.7332,100.9171
668.3284,912.688,1206.7013,-366.1065,617.7099,677.7774,409.5577,900.1479,256.1476,751.3762,1114.0552,523.5952,392.051,498.8646,-143.0884
670.1857,636.8121,197.4,18.389,849.8906,597.6576,293.0519,84.7948,550.2727,569.5414,915.8528,-17.3242,698.7329,262.8878,330.5973
672.043,432.0117,664.9219,-458.7924,413.2425,419.206,284.6381,36.6397,491.1727,750.4224,207.6436,386.189,251.8723,868.7908,580.5392
673.9003,-1.4968,344.2944,345.1514,995.288,800.2125,698.6573,592.6488,-81.8459,486.6321,814.0076,798.8806,203.9238,402.0074,-359.315
675.7576,612.005,89.3543,-320.278,-292.8255,1065.0428,138.3043,-255.4508,882.8352,495.525,167.8275,239.4886,39.5867,877.8806,1075.2893
677.6149,441.2572,38.21,1101.24,-274.1659,157.0778,-44.3077,427.9282,157.3282,513.8235,775.2191,270.6105,-412.159,169.0906,1271.6925
679.4721,101.054,1064.169,193.4055,824.5419,-173.4608,597.0045,482.8675,1039.0074,341.3758,396.7081,209.8196,299.0974,610.833,151.2042
681.3294,1066.9517,211.1821,1031.4843,552.3629,36.4945,419.9355,555.5564,7.5207,748.1515,902.0372,912.0404,162.0962,39.4194,429.7737
683.1867,970.1457,451.6248,-251.0951,122.9953,399.2624,487.8033,508.6366,-159.2109,490.2545,943.0285,384.4408,477.8779,-57.586,540.9912
685.044,-810.2213,526.5949,16.988,41.505,516.497,147.3598,328.6826,287.9835,953.1957,841.5551,-240.0758,458.1636,342.0307,263.5788
686.9013,-329.4167,540.1077,-329.533,-397.4322,177.8376,671.5941,448.5343,269.3774,464.2598,513.15,941.0299,1195.3432,-63.0938,422.7928
688.7586,776.1188,994.3295,-530.7703,187.1723,186.8383,1119.5477,1123.0521,1078.4809,922.1279,1202.8607,1133.1712,886.7758,349.1829,925.0226
690.6158,398.0229,40.8917,900.7122,725.3007,853.9114,-144.889,74.3456,514.8668,524.7824,874.4435,594.8799,417.0813,422.9845,763.825
692.4731,-73.6318,571.0345,70.0757,588.5256,511.7067,935.5359,213.3576,521.183,586.2453,1688.099,1358.7459,-178.1041,-322.9692,1189.7614
694.3304,411.657,298.1659,97.4609,527.7321,152.5923,246.4927,250.3705,602.9384,468.4069,2028.9886,1409.7534,212.5198,-493.09,-255.172
696.1877,538.7015,226.7815,322.7319,290.4942,-161.3977,-12.8343,448.1866,1436.7316,997.9181,2318.8616,2514.7556,742.7371,416.6921,406.4103
698.045,655.9775,585.9885,56.2855,826.1387,-112.6787,659.8746,44.4852,1036.8269,1267.4071,3227.417,3350.3928,348.5496,-107.6761,88.5482
699.9022,-384.1865,-452.1199,26.7886,69.3821,31.1095,165.3299,397.0555,1170.1653,821.6268,5930.6011,5560.1524,234.6138,20.3695,999.5573
701.7595,864.5057,-214.4911,528.4187,187.1998,254.4883,587.6871,953.5214,2014.834,1313.9321,9324.7864,9698.9396,880.2276,442.6096,1464.2554
703.6168,117.4455,693.2457,788.8472,1126.2376,306.0192,455.3034,112.9057,2072.1243,1226.2306,14873.0357,15394.0815,-166.2001,461.1078,519.4916
705.4741,725.8896,340.4137,281.8774,109.444,241.2555,676.4704,420.3097,2382.3413,1717.4949,11664.4655,11521.119,226.2194,422.7054,524.4315
707.3314,441.2905,454.4058,-208.5761,485.179,-158.877,664.0053,587.9434,4223.9468,4089.5255,7270.046,6524.1748,296.9496,287.2043,632.8852
709.1887,738.3839,720.6084,-60.0822,437.9566,90.811,723.8341,1027.7875,6568.9196,6868.3673,4064.0105,4028.4104,559.5382,-422.6374,518.5681
711.0459,231.4277,651.6682,257.8588,609.5587,306.7118,694.9979,382.8048,11996.4636,11341.7712,2810.1185,3282.1168,358.6003,457.8283,514.9834
712.9032,-25.2151,506.0449,922.9642,208.4324,-331.4487,487.1614,723.15,11010.7735,11145.9271,1727.1997,2583.0229,-1.4942,-198.0377,784.0938
714.7605,340.8798,303.7503,798.8322,176.3749,92.0227,794.856,880.1771,6485.9032,6929.8621,1380.1795,673.7574,626.237,-133.9732,572.8082
716.6178,-615.7973,274.2431,25.3371,250.8434,517.6717,826.7577,543.9401,4256.8032,3720.736,796.9328,1315.4312,118.0007,-292.3695,535.4325
718.4751,510.761,-138.023,399.3107,546.3068,350.9147,1219.0013,613.0504,2323.3331,2327.7306,627.2894,-27.9755,214.4268,214.6044,709.5732
720.3324,-4.2237,296.2028,603.1511,544.6235,769.2271,-41.2507,748.1984,1849.3526,2129.397,799.8202,1830.0885,176.861,370.1512,371.9918
722.1896,183.1011,-134.7242,340.0164,-558.2448,149.2897,-94.6178,-442.4087,1702.9433,1008.3026,325.8028,764.7782,218.3917,157.1558,1038.9662
724.0469,117.437,179.3045,432.5869,1365.5129,621.0065,192.8016,250.5267,845.8095,800.3957,260.982,-7.9206,68.8924,1048.6756,665.8882
725.9042,-203.4125,776.2034,887.6592,727.5954,670.6012,1080.7808,578.4094,844.4635,796.3474,349.7016,1168.9726,185.6265,463.3649,1070.5618
727.7615,923.8328,197.7609,-100.5519,763.6595,-20.1853,533.6284,70.111,374.2479,426.3535,717.7929,1213.1295,688.4697,-516.1386,188.3616
729.6188,428.8548,180.5144,121.2949,69.0582,481.1253,-538.619,-419.8933,1136.2762,-38.091,1355.328,497.533,835.6405,268.0239,141.5823
731.4761,-68.8634,603.2623,1106.8448,762.1303,-57.6784,374.5025,110.9977,987.5391,707.3725,1134.7795,540.047,25.8234,460.1519,389.0959
733.3333,-611.6006,285.2597,939.4132,-263.2676,1031.7115,448.8206,306.3888,560.6188,511.1168,193.4964,235.8131,-645.9627,909.2336,674.4944
735.1906,113.1147,60.0069,155.5841,-347.7995,349.7543,409.7833,789.0598,516.5775,874.2506,851.0806,806.2513,198.9102,389.6758,972.8653
737.0479,1005.069,662.2682,207.9831,99.7861,263.3654,648.213,908.7621,396.7571,398.2774,-132.0784,284.785,980.9449,-43.4799,1638.6969
738.9052,4.0636,116.4257,562.3076,1077.0895,580.3817,873.7856,327.9174,789.8465,743.3384,387.4642,234.8405,155.4749,-682.6151,865.6146
740.7625,788.251,36.2911,404.2565,26.2884,-56.6366,429.1919,957.2241,-228.561,338.1012,643.425,183.0846,-432.9197,534.1314,1578.9134
742.6197,531.8887,520.3507,277.8409,262.7334,153.374,7.5312,177.3954,692.9636,127.4649,436.617,527.2841,829.1867,211.4273,2310.0581
744.477,218.3846,780.0966,451.9564,629.1177,112.1012,181.4563,-186.1531,306.3353,-143.8775,1016.2426,360.4705,522.7137,-77.7672,2077.8061
746.3343,-471.4625,97.1602,-42.9699,114.7248,-304.1809,464.6975,537.5803,881.0369,385.5196,900.0116,502.4357,57.7807,7.0497,2063.1152
748.1916,-378.5552,954.6388,-299.0655,1358.5878,132.8409,222.1578,1123.8818,207.1028,927.0746,479.9497,1197.3423,507.3728,-400.0067,2701.6002
750.0489,292.8684,120.4525,417.0831,214.556,91.1542,567.9369,983.5686,208.1993,-215.1843,-102.3574,391.2617,693.7748,226.3052,3884.2337
751.9062,252.9148,530.8232,996.3256,446.766,1001.53,525.1677,903.8569,260.5757,777.9751,139.8177,124.5438,516.6509,-708.1467,5335.4412
753.7634,1768.1067,1104.7115,58.7994,445.8466,1257.3135,441.7094,707.7178,165.5565,333.1904,79.5856,-21.9592,181.9368,850.3754,7337.2904
755.6207,-39.2832,456.2723,468.968,488.6379,-10.3381,-245.4573,758.6013,585.5495,564.4607,431.6411,145.7053,752.0707,416.907,10907.428
757.478,859.1426,517.889,351.4934,569.184,83.8213,556.5305,385.8445,491.9195,222.1432,95.546,168.8665,-319.2654,279.048,16126.6302
