raman_shift_cm-1,PS_01,PET_01,PMMA_01,CAL_01,ARA_01,SI_01,XA_01,XB_01
651.6129,-64.8676,733.5598,715.9387,676.6444,419.9765,1225.4506,796.3591,99.3642
653.4702,701.3339,879.2448,276.8207,-186.5283,773.0184,113.7433,352.4297,1163.1713
655.3275,1567.7677,195.8628,905.5794,702.373,396.3725,24.743,893.7983,118.4808
657.1848,316.8482,-533.652,663.4813,1005.9928,454.3865,109.7739,-291.6317,498.6833
659.042,1027.9068,1079.166,19.0208,-313.9377,137.2596,-385.446,489.2699,763.1288
660.8993,636.0048,227.6444,504.0569,182.1242,353.1216,769.8382,562.1487,690.1148
662.7566,467.5832,761.1795,134.4008,746.5152,572.5498,-231.0315,-246.9822,488.8665
664.6139,851.0264,229.5531,216.2005,604.1028,800.9866,642.3764,411.4696,146.4141
666.4712,455.0221,787.1532,390.0124,-97.8595,534.3092,927.5349,1035.7332,100.9171
668.3284,912.688,617.7099,409.5577,256.1476,1114.0552,392.051,498.8646,-143.0884
670.1857,636.8121,849.8906,293.0519,550.2727,915.8528,698.7329,262.8878,330.5973
672.043,432.0117,413.2425,284.6381,491.1727,207.6436,251.8723,868.7908,580.5392
673.9003,-1.4968,995.288,698.6573,-81.8459,814.0076,203.9238,402.0074,-359.315
675.7576,612.005,-292.8255,138.3043,882.8352,167.8275,39.5867,877.8806,1075.2893
677.6149,441.2572,-274.1659,-44.3077,157.3282,775.2191,-412.159,169.0906,1271.6925
679.4721,101.054,824.5419,597.0045,1039.0074,396.7081,299.0974,610.833,151.2042
681.3294,1066.9517,552.3629,419.9355,7.5207,902.0372,162.0962,39.4194,429.7737
683.1867,970.1457,122.9953,487.8033,-159.2109,943.0285,477.8779,-57.586,540.9912
685.044,-810.2213,41.505,147.3598,287.9835,841.5551,458.1636,342.0307,263.5788
686.9013,-329.4167,-397.4322,671.5941,269.3774,513.15,1195.3432,-63.0938,422.7928
688.7586,776.1188,187.1723,1119.5477,1078.4809,1202.8607,886.7758,349.1829,925.0226
690.6158,398.0229,725.3007,-144.889,514.8668,874.4435,417.0813,422.9845,763.825
692.4731,-73.6318,588.5256,935.5359,521.183,1688.099,-178.1041,-322.9692,1189.7614
694.3304,411.657,527.7321,246.4927,602.9384,2028.9886,212.5198,-493.09,-255.172
696.1877,538.7015,290.4942,-12.8343,1436.7316,2318.8616,742.7371,416.6921,406.4103
698.045,655.9775,826.1387,659.8746,1036.8269,3227.417,348.5496,-107.6761,88.5482
699.9022,-384.1865,69.3821,165.3299,1170.1653,5930.6011,234.6138,20.3695,999.5573
701.7595,864.5057,187.1998,587.6871,2014.834,9324.7864,880.2276,442.6096,1464.2554
703.6168,117.4455,1126.2376,455.3034,2072.1243,14873.0357,-166.2001,461.1078,519.4916
705.4741,725.8896,109.444,676.4704,2382.3413,11664.4655,226.2194,422.7054,524.4315
707.3314,441.2905,485.179,664.0053,4223.9468,7270.046,296.9496,287.2043,632.8852
709.1887,738.3839,437.9566,723.8341,6568.9196,4064.0105,559.5382,-422.6374,518.5681
711.0459,231.4277,609.5587,694.9979,11996.4636,2810.1185,358.6003,457.8283,514.9834
712.9032,-25.2151,208.4324,487.1614,11010.7735,1727.1997,-1.4942,-198.0377,784.0938
714.7605,340.8798,176.3749,794.856,6485.9032,1380.1795,626.237,-133.9732,572.8082
716.6178,-615.7973,250.8434,826.7577,4256.8032,796.9328,118.0007,-292.3695,535.4325
718.4751,510.761,546.3068,1219.0013,2323.3331,627.2894,214.4268,214.6044,709.5732
720.3324,-4.2237,544.6235,-41.2507,1849.3526,799.8202,176.861,370.1512,371.9918
722.1896,183.1011,-558.2448,-94.6178,1702.9433,325.8028,218.3917,157.1558,1038.9662
724.0469,117.437,1365.5129,192.8016,845.8095,260.982,68.8924,1048.6756,665.8882
725.9042,-203.4125,727.5954,1080.7808,844.4635,349.7016,185.6265,463.3649,1070.5618
727.7615,923.8328,763.6595,533.6284,374.2479,717.7929,688.4697,-516.1386,188.3616
729.6188,428.8548,69.0582,-538.619,1136.2762,1355.328,835.6405,268.0239,141.5823
731.4761,-68.8634,762.1303,374.5025,987.5391,1134.7795,25.8234,460.1519,389.0959
733.3333,-611.6006,-263.2676,448.8206,560.6188,193.4964,-645.9627,909.2336,674.4944
735.1906,113.1147,-347.7995,409.7833,516.5775,851.0806,198.9102,389.6758,972.8653
737.0479,1005.069,99.7861,648.213,396.7571,-132.0784,980.9449,-43.4799,1638.6969
738.9052,4.0636,1077.0895,873.7856,789.8465,387.4642,155.4749,-682.6151,865.6146
740.7625,788.251,26.2884,429.1919,-228.561,643.425,-432.9197,534.1314,1578.9134
742.6197,531.8887,262.7334,7.5312,692.9636,436.617,829.1867,211.4273,2310.0581
744.477,218.3846,629.1177,181.4563,306.3353,1016.2426,522.7137,-77.7672,2077.8061
746.3343,-471.4625,114.7248,464.6975,881.0369,900.0116,57.7807,7.0497,2063.1152
748.1916,-378.5552,1358.5878,222.1578,207.1028,479.9497,507.3728,-400.0067,2701.6002
750.0489,292.8684,214.556,567.9369,208.1993,-102.3574,693.7748,226.3052,3884.2337
751.9062,252.9148,446.766,525.1677,260.5757,139.8177,516.6509,-708.1467,5335.4412
753.7634,1768.1067,445.8466,441.7094,165.5565,79.5856,181.9368,850.3754,7337.2904
755.6207,-39.2832,488.6379,-245.4573,585.5495,431.6411,752.0707,416.907,10907.428
757.478,859.1426,569.184,556.5305,491.9195,95.546,-319.2654,279.048,16126.6302
759.3353,1152.5538,148.666,871.1967,214.1679,163.7099,99.3543,334.481,19810.4313
761.1926,-93.3702,877.5389,592.936,538.8067,-36.0769,390.1688,230.2355,19017.2626
763.0499,505.1943,269.6099,214.6146,140.0717,309.9038,-351.337,152.2288,14218.2296
764.9071,938.395,83.1619,1065.0281,78.1492,468.5125,-40.6211,214.7713,8780.5496
766.7644,451.393,-100.9633,1027.32,-484.7591,648.488,277.2867,1241.1326,5709.0566
768.6217,325.4716,1099.1678,504.5331,-781.6217,1156.9496,138.819,-189.1933,4886.3201
770.479,167.1704,588.8695,1321.4029,633.2876,893.4624,31.2483,-216.476,3229.4197
772.3363,1293.4828,283.2261,1147.2151,696.1082,560.466,493.0101,397.585,1872.8755
774.1935,383.5929,269.9184,1118.651,429.6571,350.6939,238.3029,-509.336,1953.527
776.0508,992.5776,332.1275,542.0358,603.8002,-60.5156,513.6583,626.9577,1835.0433
777.9081,1048.5327,-12.9451,-15.728,405.7788,234.0847,290.8511,14.0191,1886.4147
779.7654,24.6477,31.4505,962.9415,169.0169,74.7136,375.4966,798.0564,1265.541
781.6227,934.7602,122.0024,1171.3778,269.5768,584.3647,-182.3961,227.6508,1132.4753
783.48,1862.0826,137.5577,924.4464,921.5228,158.3141,38.721,374.327,909.7616
785.3372,1200.5104,391.0662,1061.374,-74.9173,372.5935,1119.3383,333.9955,709.9969
787.1945,1961.1448,461.4859,632.3593,1081.1423,566.6437,279.5639,-55.6251,1416.9934
789.0518,2774.1636,308.2865,1175.9128,492.9287,447.3788,70.912,868.792,835.6252
790.9091,3944.3691,310.6213,750.2678,661.9326,895.104,178.881,153.2254,765.5242
792.7664,5422.5524,966.8765,1287.3126,305.2285,724.6199,449.9139,541.5335,878.4619
794.6237,6435.9942,-33.4196,1253.3983,400.679,1012.5079,908.1229,1119.3746,94.3665
796.4809,6660.5342,176.813,1993.2249,427.8517,177.4425,377.9106,213.7626,617.04
798.3382,5571.0702,623.0667,2128.6595,780.3002,516.7903,915.2421,751.9891,1126.3038
800.1955,3315.1227,-206.4378,2932.3441,478.7881,-22.0679,392.4702,411.2813,390.0525
802.0528,2877.4321,815.7699,3958.7035,-169.2747,-338.9825,558.7137,641.3852,491.8204
803.9101,1818.2306,683.624,4935.1847,-631.5012,-78.8463,-137.0663,834.7093,218.6033
805.7674,1176.4595,926.1135,7045.5453,-120.1709,640.7111,-382.4847,725.6237,146.9079
807.6246,2043.9318,500.6913,11151.9006,-261.951,415.8783,430.5112,719.5926,513.5674
809.4819,629.6826,568.625,17228.4274,-564.017,667.5081,-144.2098,247.6219,31.2064
811.3392,1289.4036,526.2118,24018.2329,-177.992,246.5462,129.8782,462.9267,733.4188
813.1965,1661.935,409.8336,23091.2937,189.3716,436.7581,101.7786,167.1354,722.4867
815.0538,295.1984,935.7164,16070.6756,28.5201,312.7722,521.0084,611.8037,615.8546
816.911,422.6854,-163.568,10032.6327,427.3784,480.9796,245.3584,547.6453,320.4096
818.7683,1266.8052,261.1181,5534.9771,184.2354,319.3559,-373.5951,1353.3565,275.0864
820.6256,923.3989,577.5271,4678.5739,320.6904,460.5404,84.1461,456.1606,478.7789
822.4829,334.8505,976.2495,3870.364,429.5174,-23.7642,389.7259,475.7628,44.0771
824.3402,1000.3696,787.5826,1659.6448,494.7588,287.7618,141.3789,932.9485,612.3282
826.1975,546.507,590.8674,1628.4157,-186.4686,529.0999,91.3491,895.1049,-494.2303
828.0547,55.4087,-395.3265,1374.2109,200.5749,-369.312,-134.785,403.9071,965.0321
829.912,-11.4059,516.6773,1038.3024,185.118,455.3294,225.7171,545.6473,75.3218
831.7693,216.1907,900.1571,1209.8679,306.4306,76.3536,88.795,-256.7257,734.8409
833.6266,1314.9639,334.0681,1151.9897,419.1408,856.272,187.5462,-316.7267,657.9726
835.4839,462.4813,1132.0573,929.1667,356.3737,278.0214,283.619,129.1754,-339.3882
837.3412,191.1359,703.0765,924.4012,578.3944,-355.0813,560.8299,257.7044,265.8786
839.1984,517.2052,1900.9141,1110.5247,-437.9384,248.2118,1127.2659,-161.9869,249.5055
841.0557,265.3019,174.9115,667.8665,-87.2114,567.27,453.2512,314.986,-95.6293
842.913,350.4585,1578.4807,773.8675,635.3199,31.7291,-508.3714,277.2705,463.0135
844.7703,478.8926,851.086,633.5158,122.2062,151.8652,474.5692,-668.2084,407.0811
846.6276,772.0316,951.3711,789.3278,407.5708,129.9827,506.7384,1187.9483,-34.3798
848.4848,-543.3144,1826.9606,995.1031,425.3572,789.4457,729.9362,813.8041,-136.3952
850.3421,790.5928,3761.8236,328.1672,203.4951,-443.2935,384.6021,731.7284,-6.9761
852.1994,874.5372,4083.3632,715.3339,665.0131,-394.8844,533.9903,1071.2002,99.1006
854.0567,-142.389,5937.5066,526.1703,257.4493,-284.1998,-24.346,822.3113,255.0079
855.914,559.3091,9312.5902,395.2269,-166.6321,446.8781,471.6454,-229.9793,-53.2926
857.7713,-181.184,9999.7868,-183.5868,124.5545,-309.1587,423.1988,1264.0425,114.6773
859.6285,32.4548,9962.9975,1144.7967,106.8721,179.1021,159.6399,1343.0109,744.4386
861.4858,827.9535,6796.3871,483.6766,-387.3951,679.7715,-327.2118,754.5186,-103.5522
863.3431,661.8398,4959.5598,93.1476,-198.8053,-232.5306,121.7473,-13.6742,1023.9825
865.2004,511.9991,3282.454,454.337,582.1422,447.7069,737.8977,1382.3708,-356.3061
867.0577,-65.9918,2074.2876,430.0236,73.5382,319.9765,801.2993,336.0659,-34.9982
868.915,495.1427,2267.8538,497.6581,858.7164,267.1176,675.37,1235.6959,374.1184
870.7722,660.4683,2375.0435,723.6768,442.3531,88.0817,184.6439,1080.5673,384.72
872.6295,168.024,1288.043,367.6657,-166.2529,-397.7954,179.5924,1588.638,471.8326
874.4868,-350.3933,307.64,605.3648,429.1816,1253.9134,-332.2691,1976.3314,589.1616
876.3441,526.616,1332.2912,116.8431,931.2291,43.9214,403.3205,1198.9231,723.9456
878.2014,400.0791,397.8669,595.4181,90.8585,445.9646,404.5265,1530.4946,1079.3451
880.0587,686.273,114.2298,153.2413,457.8813,13.9811,1262.2632,2504.9675,630.2799
881.9159,206.947,254.2741,529.5104,111.3192,111.6645,266.0675,2522.0609,468.5792
883.7732,65.8603,272.288,802.6653,182.5784,397.1498,-13.4391,2938.6639,164.799
885.6305,232.3835,561.4681,117.0516,221.9653,127.1787,-350.1344,4455.5016,-64.5588
887.4878,110.5533,1536.056,221.8826,655.8716,84.6035,512.335,4543.6382,235.5001
889.3451,-38.4954,203.0318,36.9858,8.8456,250.481,419.1077,5516.6957,73.5004
891.2023,548.3451,757.7967,644.2762,676.92,-101.2577,279.2364,9109.3877,12.9512
893.0596,409.7288,728.9689,327.3322,-40.8503,-118.7629,508.6342,12490.1764,622.7796
894.9169,-619.0125,1037.303,673.0783,941.9393,104.5146,-448.0213,17722.248,936.8515
896.7742,466.0881,352.0629,594.1489,-456.9774,556.0075,204.3344,26753.0651,892.633
898.6315,332.6381,390.1691,66.9242,322.0717,67.7829,283.3409,37787.5346,-202.2567
900.4888,195.0931,330.6611,-89.4445,159.396,257.8585,720.5834,40079.6207,445.9934
902.346,258.62,364.6845,197.4972,365.474,-588.3987,601.2026,32378.6372,504.6539
904.2033,500.504,822.9931,557.878,888.0637,1059.9983,625.5096,21783.8742,28.4295
906.0606,-41.7422,872.2431,768.6334,887.5414,613.3093,513.1346,15026.211,678.2747
907.9179,331.7132,463.7796,581.918,651.9754,53.9831,38.8745,10479.2521,194.7293
909.7752,261.5339,-169.1118,550.4405,433.9306,56.9872,-364.5279,7662.1816,513.4445
911.6325,307.3406,160.5427,453.5122,174.1254,297.5861,500.2267,6445.0006,421.1964
913.4897,563.8869,-337.5202,526.505,239.6258,379.3321,-149.4622,4122.6015,220.0706
915.347,732.5168,936.7754,680.1658,-417.1334,752.9843,317.0142,3550.0284,809.8637
917.2043,-315.719,541.0818,562.0657,207.3992,688.3374,740.3677,2587.6155,245.8209
919.0616,553.597,447.0733,37.9316,468.1771,-38.6734,674.7233,2354.8648,-243.0188
920.9189,166.2244,848.5403,731.6128,1131.146,53.6585,476.6101,1862.8635,574.7086
922.7761,451.6019,-91.5971,119.6618,289.7927,-210.3713,448.7346,772.5391,-508.4691
924.6334,258.1234,848.1957,1097.8334,952.5184,328.3018,614.3848,1731.0288,497.277
926.4907,852.7873,744.2063,724.4934,-104.0462,689.1828,-3.8863,1014.6888,590.5556
928.348,414.9422,580.0774,491.293,316.9099,902.4251,162.8293,2006.2633,-518.7995
930.2053,602.9064,128.8304,171.6559,472.5976,447.1958,-447.0094,327.2464,435.1423
932.0626,404.2503,280.0493,940.7839,332.4856,1002.5175,-752.958,1564.9864,-315.9517
933.9198,227.4624,416.0688,587.1907,-59.5418,1041.7894,-238.0342,1003.3777,-92.4747
935.7771,359.0491,1239.0762,766.1988,-28.5341,808.8975,-217.3935,1048.4779,48.4701
937.6344,405.3041,193.4689,708.5661,24.9152,650.4596,146.1827,476.0992,523.9334
939.4917,-79.7139,221.0837,148.6926,-291.6391,129.0675,30.0677,684.5282,270.9341
941.349,743.5284,-193.2414,1002.0656,556.1322,-517.9366,375.4295,938.4209,212.0934
943.2063,1242.3212,875.0525,932.093,990.4432,575.2367,387.3814,491.8817,713.3609
945.0635,1398.2332,-338.1764,1303.5491,896.5108,30.9957,168.8964,56.3028,230.2474
946.9208,724.8221,631.5207,1027.5376,-328.0612,461.8491,1099.7559,149.7407,-25.1616
948.7781,-153.9607,374.3999,1268.6298,417.6964,1070.3825,192.2901,220.9033,-80.3739
950.6354,1036.7331,448.0818,548.4225,-748.0706,410.0061,430.7593,885.3639,-313.0439
952.4927,365.9127,-57.4854,911.8137,302.8219,294.8638,255.8069,928.1489,573.2642
954.35,90.6098,-155.2479,1405.9634,719.2991,197.1592,694.0306,637.8461,206.2755
956.2072,314.1808,639.5979,1296.5501,371.0337,825.2708,614.7767,846.5147,-229.6698
958.0645,531.7767,109.5931,815.5203,976.0518,275.846,-367.7898,571.5147,366.7856
959.9218,228.8687,271.9875,2230.4529,349.6681,246.1446,180.4046,538.2472,95.1468
961.7791,437.3788,294.4376,2579.8905,571.6275,221.6396,312.4204,972.2075,485.8137
963.6364,-175.8528,235.2232,3417.6688,-45.0163,334.2335,126.5447,807.8369,689.2273
965.4936,41.5037,461.1036,5671.0439,139.5787,584.269,477.1722,1077.1947,706.0975
967.3509,532.577,974.7728,8644.2951,611.4463,74.0584,120.9086,891.4982,692.2323
969.2082,1001.9595,705.851,12120.8398,-258.8641,24.5419,281.4745,563.0288,537.5422
971.0655,176.6942,307.9209,11376.0521,437.503,-16.555,212.1647,356.3206,360.9341
972.9228,414.0482,331.2986,7929.7651,1109.0541,503.9178,222.2429,323.7995,279.9375
974.7801,2000.7752,513.0391,4896.9415,106.1992,-123.3029,209.8391,1080.3255,234.6472
976.6373,1339.3096,-849.6971,3768.2273,730.9186,112.9262,218.0969,524.2835,254.1385
978.4946,1272.9579,-459.8974,3112.4,95.7394,148.2547,292.1791,870.8915,25.4298
980.3519,1653.2045,-130.9106,2706.629,798.0726,291.8582,154.7135,392.9416,74.5806
982.2092,1870.9023,-54.4806,1838.6894,1203.9487,41.386,554.7008,-290.1328,438.9725
984.0665,1955.6817,123.651,1622.0107,601.3564,526.7239,-400.4094,628.3532,-13.9134
985.9238,2646.2808,-270.7317,633.9834,904.8156,31.0392,159.9967,1078.6632,130.8487
987.781,2209.4183,-171.9363,514.3735,-162.0926,-222.3869,183.5951,796.9002,491.2686
989.6383,2965.7656,672.0851,737.3723,1027.4084,265.4515,-11.9168,-62.0293,482.4909
991.4956,4863.5144,-259.3572,644.3724,156.1295,1216.1558,430.8756,399.9369,103.8055
993.3529,6134.7017,305.9903,950.4446,-0.6293,686.5831,1044.984,-224.4508,365.536
995.2102,8780.81,389.0334,513.2597,380.6115,621.1217,-143.4429,701.1685,645.49
997.0674,13296.1158,473.2458,550.8277,-117.1656,1163.4647,-9.4744,457.5204,941.0388
998.9247,25722.3965,93.7415,1004.8704,243.6768,454.303,868.0558,-151.1259,272.9508
1000.782,40795.9969,357.738,981.5689,454.7768,770.5456,280.9155,760.5473,114.3414
1002.6393,35749.6934,144.2759,1725.1638,2.7837,130.8973,-156.6598,497.2208,917.9273
1004.4966,20435.0186,464.9263,679.3201,963.2945,237.875,1076.1424,226.4837,307.735
1006.3539,11349.2829,596.2233,909.3907,1128.3674,756.9874,-94.9315,654.6228,71.4831
1008.2111,8526.1202,484.9271,78.4321,289.4459,1074.9485,813.4844,547.6168,833.1599
1010.0684,5679.2156,415.1103,302.2148,-188.781,997.9978,-463.8714,664.1482,583.5607
1011.9257,4393.3888,-35.4091,464.1308,-320.5275,-120.4525,1388.692,355.8893,276.0745
1013.783,3496.4116,57.0237,91.8222,106.0031,-5.6249,254.5628,697.9351,748.2845
1015.6403,3025.6362,-650.8317,280.3729,956.974,131.7394,-383.2167,502.4275,373.5312
1017.4976,2957.9927,-291.0339,199.416,-203.9349,458.1606,78.1768,498.0832,246.6049
1019.3548,2463.9602,39.5827,722.182,56.9369,340.0078,-266.8122,38.0248,93.5219
1021.2121,3237.758,-294.7208,665.4674,271.3488,232.6146,215.757,596.4636,550.373
1023.0694,3927.1997,347.644,1024.2062,266.489,763.7016,1009.153,104.5102,203.2296
1024.9267,6178.0489,118.9546,763.8186,35.5723,126.9109,411.6434,558.4468,742.0701
1026.784,8635.4361,94.0905,779.8263,8.5945,630.3623,-146.4795,704.7325,785.6304
1028.6413,14611.0906,-81.3242,753.4821,127.5021,801.417,1090.8631,287.9501,345.9416
1030.4985,22603.777,-120.1354,862.1058,286.9106,351.778,58.8167,403.7383,624.5607
1032.3558,25213.5531,56.5222,912.1283,1116.6597,847.5104,894.9746,-332.5635,319.2627
1034.2131,17599.0333,696.4065,-296.5273,164.1186,149.0584,412.8333,-460.5279,284.0309
1036.0704,10597.2838,-72.1637,592.4564,328.4027,546.6253,9.6604,340.5744,612.0373
1037.9277,6293.7856,-317.9163,-56.5895,1098.3973,691.5636,786.3605,1050.5238,591.4359
1039.7849,5106.1194,625.4261,-95.8478,147.2065,639.0399,822.9756,684.3699,416.8816
1041.6422,3253.4522,-185.1899,17.8206,49.0483,316.3223,221.0005,172.5002,-13.651
1043.4995,2475.5069,344.0346,714.8153,778.1451,1022.9512,737.8605,452.4562,722.9135
1045.3568,2494.0864,229.7427,543.8315,440.5441,419.6944,112.966,29.9092,-97.0445
1047.2141,1395.7272,92.4431,949.6331,835.6416,480.9056,-460.1413,-406.5322,211.6401
1049.0714,1828.8442,518.9364,1152.2403,-218.2673,869.3214,110.9451,443.3247,550.5833
1050.9286,1731.6966,714.6174,328.6987,622.4307,353.7761,130.4981,857.1893,141.5703
1052.7859,1660.0135,396.6413,16.8979,429.1497,1186.7832,789.0916,-496.624,507.8623
1054.6432,1052.7344,-220.2961,622.7097,853.1557,16.1768,47.7318,390.7838,476.7083
1056.5005,931.0231,715.0553,155.9772,1050.4406,343.0889,1065.155,132.3744,574.7899
1058.3578,856.3998,365.4783,83.9503,423.8004,690.2745,180.9857,-40.9566,-156.2846
1060.2151,476.1073,-328.6308,230.0747,178.2976,580.1105,-98.6478,262.6032,667.8685
1062.0723,642.1557,674.0153,967.4723,437.8989,418.1857,-189.7404,712.4915,519.2714
1063.9296,825.4125,677.5653,-578.4639,302.1248,841.275,-352.0744,320.1636,1014.9281
1065.7869,912.0769,679.9516,724.359,294.8238,1780.6292,-146.4753,40.41,-22.2784
1067.6442,588.9683,723.8418,655.1847,829.0023,941.5814,23.8715,21.0167,611.298
1069.5015,644.9882,220.7088,424.0912,670.7844,994.8747,-422.9389,291.2938,-202.8542
1071.3587,590.7216,88.049,492.8221,2077.8751,1422.5782,-131.3222,322.7737,715.293
1073.216,177.3832,261.0653,-234.4314,1956.0038,2705.8783,197.1516,102.1729,-461.1759
1075.0733,616.2941,1521.0671,831.1642,2657.1138,3143.1792,1056.7383,942.6893,175.8529
1076.9306,33.0189,957.371,846.8475,3237.0786,3363.8763,-84.9874,649.7363,-240.6871
1078.7879,573.9582,1221.455,-207.4643,4834.0365,6283.3857,296.4905,-151.2693,552.9289
1080.6452,977.8609,1292.4392,715.6854,8306.8595,11642.8146,68.9707,876.9268,377.8302
1082.5024,639.3416,2371.4878,1114.5213,13584.2683,21648.9305,-55.2593,-78.4867,50.8264
1084.3597,397.1841,2230.6181,1013.4124,28121.9204,40513.1566,-20.6032,-391.106,383.6444
1086.217,784.2928,2500.0343,825.1195,40201.6031,34414.8702,302.0103,1288.8379,286.135
1088.0743,520.9611,4269.5015,728.3359,24465.6518,17537.6089,199.7785,140.9729,127.5326
1089.9316,231.089,6160.6672,376.5551,11581.1019,8693.333,994.5636,543.1714,231.6124
1091.7889,645.9102,8446.2454,531.4206,6821.8316,5552.2387,108.3121,100.7765,683.1643
1093.6461,-145.4537,12626.5681,1001.3809,3970.9316,4089.0614,305.6169,136.5089,60.313
1095.5034,11.0566,17198.9402,1283.5606,2732.4852,2164.6552,-120.5118,1176.9234,432.09
1097.3607,1162.4846,15074.9159,1021.5727,1664.0072,1484.8702,483.2324,-560.8758,-155.4545
1099.218,417.1843,10357.8503,767.2115,2450.2557,1485.0086,488.1436,377.8942,1299.1103
1101.0753,527.5509,7927.7708,830.0334,776.1892,1712.2808,62.0649,155.7467,1094.7142
1102.9326,109.3034,5802.0164,668.2771,1825.7401,747.944,-312.8007,-131.6567,817.34
1104.7898,288.3276,3706.5339,1456.7954,976.5205,1065.0376,328.9949,391.5054,507.4491
1106.6471,23.7742,3929.6172,1381.3665,1401.3242,908.5993,238.2287,-124.9246,880.5838
1108.5044,156.8139,4136.5524,1442.1782,721.4816,1086.6434,473.5455,746.377,421.3276
1110.3617,617.869,5557.0921,2244.9394,903.3843,522.2655,284.494,473.0924,902.0983
1112.219,1102.0353,7118.6024,2275.0048,-33.3093,256.6667,742.7787,830.0202,195.8311
1114.0762,216.8119,9872.9642,3208.3941,-0.6747,850.589,-104.5768,1143.8844,1219.4253
1115.9335,754.9108,14169.4721,5049.3268,613.3563,626.8911,705.3995,495.879,921.5096
1117.7908,901.3294,14408.5121,6017.8045,295.0325,455.6736,829.2082,755.0186,313.3593
1119.6481,1278.7347,10878.6533,9273.4404,260.5702,802.043,-329.0385,556.7802,583.7988
1121.5054,306.5583,7175.1479,12169.6097,603.768,299.7613,441.4286,-213.6367,431.6889
1123.3627,324.3605,4837.0144,10965.1524,-64.9183,98.7074,175.6507,-142.133,317.1791
1125.2199,312.1895,3021.2984,7077.2951,-215.2356,286.8301,1275.1414,582.1608,72.4008
1127.0772,388.4372,2633.3813,5072.2431,1057.2397,502.7447,354.0711,511.7265,1016.4386
1128.9345,855.7614,1870.332,3098.9951,300.2272,341.8623,-787.4588,251.7002,701.1134
1130.7918,599.9078,3029.9522,2995.5742,-36.3428,-220.3614,-1.6196,612.514,443.6243
1132.6491,855.7579,1801.3571,1915.0405,1301.4241,433.1827,-736.291,599.369,1468.0805
1134.5064,1190.7565,1127.7782,1200.5237,211.354,-263.6851,342.5026,183.4239,40.608
1136.3636,1231.445,1552.6486,1071.1053,171.6688,961.6459,277.9194,176.0236,-162.3053
1138.2209,1751.1455,952.0356,1130.9791,130.0375,518.8771,211.1232,879.5282,403.7325
1140.0782,1408.0752,638.9229,1085.45,318.0343,238.3138,189.0063,643.6554,120.922
1141.9355,1906.6883,598.2936,435.712,406.9788,1027.836,-229.1417,707.3471,8.2831
1143.7928,1259.0227,616.9714,1138.7909,-87.6706,389.7895,869.8678,977.4837,1024.7725
1145.65,2202.8903,1271.2984,1050.1869,379.4181,639.5512,73.3365,869.5245,450.6747
1147.5073,3104.4459,304.1397,549.4904,-151.6989,336.5424,161.2124,325.841,605.5496
1149.3646,4299.9859,1102.5267,399.4954,811.818,907.4342,130.4022,1045.5639,806.5313
1151.2219,6134.6495,506.3713,1216.1806,152.9176,455.9487,99.9699,42.0,1396.621
1153.0792,8661.9377,488.9788,1371.2639,556.6644,114.6028,-90.5036,-643.2949,871.903
1154.9365,9673.6128,158.1242,911.4406,96.783,120.2463,725.4406,315.5138,444.1561
1156.7937,9691.6927,504.1611,1128.9793,467.4209,851.7409,306.3521,211.6341,484.7933
1158.651,6945.2581,563.5586,418.6519,-197.7619,-112.9499,776.1675,877.8203,935.6794
1160.5083,5081.6447,5.239,810.2573,-139.3678,633.3388,20.329,416.9119,462.2146
1162.3656,4336.4859,66.773,887.8977,99.8715,713.753,142.6808,-14.2757,1320.5552
1164.2229,2026.3642,463.7841,1367.9262,596.5508,200.6468,1017.5112,741.5821,835.2787
1166.0802,1546.4492,670.463,641.6404,608.3355,119.0747,45.9636,605.1116,1480.2054
1167.9374,1438.8194,539.1665,1673.3819,-379.4534,-79.9481,183.2933,47.3155,133.2853
1169.7947,1265.9154,623.9605,871.1352,301.0802,39.1085,-12.8099,300.6439,1087.7345
1171.652,1321.8114,338.0,1615.7983,185.8486,22.1842,780.1683,923.4257,1903.4244
1173.5093,1788.4501,582.1646,1967.6781,924.5003,-427.4799,425.5022,307.442,1807.7952
1175.3666,444.4196,91.1291,2669.1628,202.0929,-120.0627,456.1231,252.8309,1287.7577
1177.2239,821.1091,999.3861,2771.1315,700.2037,654.602,952.4577,247.0309,2188.4352
1179.0811,936.9409,123.7804,4783.1085,-267.9462,872.3535,-221.1977,780.4879,2121.7187
1180.9384,648.7613,495.0513,6332.1306,138.3977,211.9265,-107.9659,185.3248,2884.4986
1182.7957,967.0618,205.3191,9184.3485,-58.5586,44.5549,584.5285,170.527,3724.9122
1184.653,31.1017,701.6966,13813.5434,469.0531,336.884,547.8223,271.4054,3825.7402
1186.5103,775.3651,26.806,18713.6567,151.0806,-358.6465,-202.2999,747.735,5124.5373
1188.3675,-196.5164,489.7931,20578.296,817.9915,-557.7635,172.7402,774.9626,6139.5001
1190.2248,508.449,353.0263,16819.8105,1046.9958,300.0357,63.7035,-275.9533,9304.1917
1192.0821,475.0868,206.0738,11992.7562,-24.8593,-82.4113,241.49,-484.4982,11884.4305
1193.9394,796.8072,431.5203,8485.0444,502.2997,344.6021,1031.6909,591.2918,16021.5568
1195.7967,57.3998,794.481,5954.1133,323.8039,519.6485,711.3188,-47.9368,23350.6517
